Spectrum Analyzer Data File		
2015/4/29 15:30		
		
Frequency (Hz)	Average Amplitude	Max Amplitude
0	0	0
2.6916504	5.97E-05	1.62E-04
5.3833008	9.12E-04	0.002462372
8.0749512	0.004377076	0.011585041
10.7666016	0.012244864	0.033361185
13.458252	0.02717527	0.07279496
16.1499023	0.05339231	0.13483325
18.8415527	0.08590023	0.21989392
21.5332031	0.13258743	0.33336273
24.2248535	0.19016851	0.47334212
26.9165039	0.25729755	0.6423275
29.6081543	0.35686627	0.83968526
32.2998047	0.45798996	1.070024
34.9914551	0.6316755	1.4247543
37.6831055	0.73717445	1.5731165
40.3747559	0.9246164	2.032503
43.0664062	1.09226	2.4015248
45.7580566	1.3489428	2.8445609
48.449707	1.637393	3.3527527
51.1413574	1.953876	3.9660697
53.8330078	2.3332176	4.8727164
56.5246582	2.7720683	5.6111283
59.2163086	3.3092558	6.8217254
61.907959	4.267015	8.77851
64.5996094	5.892809	14.171604
67.2912598	17.10459	63.175278
69.9829102	20.205362	43.149796
72.6745605	15.627644	30.495419
75.3662109	20.992792	61.314484
78.0578613	39.31993	149.26114
80.7495117	17.559137	41.1469
83.4411621	9.933018	20.227617
86.1328125	9.928171	24.027359
88.8244629	10.235417	24.728085
91.5161133	10.774011	26.745173
94.2077637	25.994963	89.945435
96.8994141	55.72234	208.02437
99.5910645	45.94491	157.89859
102.2827148	144.60754	588.2013
104.9743652	192.4173	462.6148
107.6660156	121.65289	331.99152
110.357666	65.78491	150.20862
113.0493164	62.360752	106.274025
115.7409668	76.19927	183.61572
118.4326172	57.75123	169.82341
121.1242676	63.279636	264.2105
123.815918	95.99793	396.32153
126.5075684	147.4394	627.5412
129.1992188	241.47964	971.3505
131.8908691	297.36472	1062.9227
134.5825195	289.27493	1238.9224
137.2741699	284.46942	1227.8772
139.9658203	282.06403	1024.8333
142.6574707	186.45227	363.304
145.3491211	229.03201	496.30206
148.0407715	196.7285	406.78116
150.7324219	263.2352	539.1139
153.4240723	242.38179	723.7284
156.1157227	369.84128	1422.1702
158.807373	157.29105	319.98193
161.4990234	153.05257	296.86606
164.1906738	187.48128	508.69604
166.8823242	152.09084	271.71536
169.5739746	202.85925	489.0196
172.265625	144.05165	504.38077
174.9572754	179.39622	475.7669
177.6489258	190.22424	507.8052
180.3405762	176.45757	276.78918
183.0322266	171.22531	382.51932
185.723877	108.56513	176.96082
188.4155273	120.040535	228.92186
191.1071777	209.65408	514.7746
193.7988281	337.22287	1093.5063
196.4904785	119.71935	363.92532
199.1821289	110.6048	234.67557
201.8737793	78.15628	155.65459
204.5654297	120.64919	376.1088
207.2570801	99.94687	221.5954
209.9487305	133.81644	210.54352
212.6403809	66.18027	91.13633
215.3320312	69.41144	132.82388
218.0236816	130.81396	276.32312
220.715332	118.40054	202.89442
223.4069824	102.21554	196.63365
226.0986328	179.73924	266.1345
228.7902832	243.22015	447.68463
231.4819336	262.7586	703.0174
234.173584	277.59943	832.4
236.8652344	187.352	515.1404
239.5568848	193.7941	322.48538
242.2485352	216.12813	428.75082
244.9401855	116.12301	182.042
247.6318359	197.65741	397.43707
250.3234863	199.24419	560.4436
253.0151367	176.62856	376.3658
255.7067871	201.24542	452.5697
258.3984375	185.53127	284.0834
261.0900879	144.00775	257.47568
263.7817383	147.62325	308.86963
266.4733887	182.58945	445.47754
269.1650391	301.2956	667.8242
271.8566895	269.07916	788.0952
274.5483398	287.3702	938.3277
277.2399902	313.1847	672.67145
279.9316406	306.3601	827.89594
282.623291	237.9773	925.4206
285.3149414	210.60728	509.5266
288.0065918	128.73741	252.30211
290.6982422	206.22058	339.27463
293.3898926	175.18254	269.19415
296.081543	332.3022	584.31616
298.7731934	254.31009	703.8451
301.4648438	352.9251	849.6951
304.1564941	385.22202	674.2776
306.8481445	307.51556	666.21594
309.5397949	579.85535	1945.5148
312.2314453	525.2271	1315.2769
314.9230957	295.6455	459.83572
317.6147461	273.7578	656.8523
320.3063965	228.73204	461.63638
322.9980469	262.56088	903.53217
325.6896973	171.61807	319.52945
328.3813477	300.05994	661.7423
331.072998	312.9228	634.233
333.7646484	199.76031	297.4751
336.4562988	297.62775	521.2697
339.1479492	257.7841	629.04767
341.8395996	212.13113	364.96573
344.53125	308.71014	940.9433
347.2229004	292.8875	737.007
349.9145508	463.7306	1587.4159
352.6062012	424.09552	772.3606
355.2978516	438.22302	1142.2489
357.989502	246.00722	802.43146
360.6811523	351.35266	979.05273
363.3728027	219.91548	460.2255
366.0644531	411.13614	1270.9697
368.7561035	160.80566	274.34366
371.4477539	255.63124	541.46027
374.1394043	263.4492	564.77606
376.8310547	415.0176	1331.499
379.5227051	492.775	1262.3513
382.2143555	392.6658	911.9965
384.9060059	443.63455	605.1411
387.5976562	732.8986	2545.0637
390.2893066	474.4857	1051.2072
392.980957	341.9688	701.3891
395.6726074	369.81558	645.4035
398.3642578	241.54533	365.1172
401.0559082	413.81296	1275.9858
403.7475586	280.8797	415.41205
406.439209	441.93445	937.4771
409.1308594	390.5115	733.5236
411.8225098	589.64215	1044.5686
414.5141602	649.7193	1015.9764
417.2058105	329.09753	487.33456
419.8974609	349.7925	828.3656
422.5891113	457.26205	1284.5223
425.2807617	436.54272	869.00354
427.9724121	356.73752	893.9122
430.6640625	624.3251	1160.4907
433.3557129	297.4858	614.2184
436.0473633	316.53558	736.4448
438.7390137	456.29227	1278.9359
441.4306641	554.21466	1039.3796
444.1223145	442.0537	1217.3254
446.8139648	606.0772	1314.4972
449.5056152	397.99667	889.56274
452.1972656	291.37308	595.9531
454.888916	443.0196	887.13214
457.5805664	580.0671	1209.694
460.2722168	501.20685	1144.2516
462.9638672	546.97485	1476.4825
465.6555176	525.3817	1384.1934
468.347168	741.74274	1778.8567
471.0388184	360.77658	781.3254
473.7304688	511.96204	966.30817
476.4221191	560.16547	963.19464
479.1137695	707.72986	1951.2943
481.8054199	530.74054	1582.8712
484.4970703	757.717	2296.033
487.1887207	574.656	1434.7853
489.8803711	523.9975	1333.7499
492.5720215	703.2135	2079.5596
495.2636719	405.4116	899.5027
497.9553223	494.90573	1381.1154
500.6469727	557.54346	1066.6979
503.338623	702.87524	1692.1647
506.0302734	442.1634	848.8498
508.7219238	497.2434	1256.3354
511.4135742	317.67932	449.70618
514.1052246	389.5529	1057.0044
516.796875	706.4418	1424.7058
519.4885254	208.14224	401.53812
522.1801758	330.41882	830.14764
524.8718262	447.6046	1153.0485
527.5634766	510.28	975.8572
530.255127	318.51648	641.638
532.9467773	820.32715	1699.3567
535.6384277	649.1178	1388.336
538.3300781	439.47836	827.38007
541.0217285	1019.8675	1712.4648
543.7133789	1005.0973	2314.0437
546.4050293	646.8879	1597.5287
549.0966797	597.2751	1473.4445
551.7883301	521.3426	961.1487
554.4799805	331.6562	551.13763
557.1716309	547.21893	1806.9868
559.8632812	435.9751	797.3068
562.5549316	681.24097	1754.5343
565.246582	433.6213	870.17834
567.9382324	505.15918	849.87744
570.6298828	634.66876	1531.2628
573.3215332	361.5299	522.5405
576.0131836	600.42804	1219.3978
578.704834	610.56067	1187.742
581.3964844	646.3183	2342.8035
584.0881348	529.6685	1370.5844
586.7797852	364.00906	771.47363
589.4714355	429.38034	908.93085
592.1630859	382.70935	593.3399
594.8547363	170.90854	292.9803
597.5463867	350.52573	909.95886
600.2380371	296.89212	572.35645
602.9296875	219.12994	440.28354
605.6213379	465.05548	956.73615
608.3129883	191.06718	547.0514
611.0046387	386.33896	1253.1006
613.6962891	386.5468	729.86584
616.3879395	437.2928	875.42114
619.0795898	286.58566	827.42017
621.7712402	763.2972	1575.122
624.4628906	438.83978	723.4076
627.154541	359.57864	741.9884
629.8461914	475.32657	1309.3176
632.5378418	492.2712	1192.8289
635.2294922	347.64532	621.9325
637.9211426	455.615	1211.8787
640.612793	403.8204	1390.6838
643.3044434	517.3772	865.55206
645.9960938	397.53815	657.2036
648.6877441	599.74646	1403.3246
651.3793945	360.5711	702.2107
654.0710449	678.70013	2172.8928
656.7626953	379.92334	831.47784
659.4543457	395.33115	1296.0826
662.1459961	787.9148	1801.1354
664.8376465	358.10123	659.7316
667.5292969	392.2383	878.0821
670.2209473	551.6657	894.1787
672.9125977	572.4943	1531.3647
675.604248	326.15555	668.2653
678.2958984	501.57047	1013.83136
680.9875488	345.42712	509.04184
683.6791992	488.18063	1401.8217
686.3708496	719.90216	1966.8501
689.0625	551.02606	1497.1346
691.7541504	481.80655	934.37854
694.4458008	336.18094	939.2889
697.1374512	378.55923	1116.7417
699.8291016	763.88275	2160.034
702.520752	645.52423	1705.7288
705.2124023	393.2262	684.24414
707.9040527	389.65323	743.56647
710.5957031	421.18765	920.86743
713.2873535	339.7834	582.05347
715.9790039	318.44656	871.7582
718.6706543	628.67053	2000.9595
721.3623047	862.8913	2484.5615
724.0539551	609.3347	1535.0963
726.7456055	367.53513	940.22577
729.4372559	404.97922	789.70795
732.1289062	375.3113	1112.5659
734.8205566	619.0911	1412.7262
737.512207	341.56137	890.0198
740.2038574	358.9262	518.9523
742.8955078	347.5723	449.86176
745.5871582	427.95316	654.9984
748.2788086	326.04126	479.1439
750.970459	355.99332	533.05237
753.6621094	512.4446	1400.0636
756.3537598	562.33105	1206.145
759.0454102	695.27466	2157.5752
761.7370605	539.7681	2156.0017
764.4287109	461.0494	1701.9374
767.1203613	475.22626	1598.7877
769.8120117	452.53934	1017.6978
772.5036621	445.93976	951.70215
775.1953125	307.85352	763.10596
777.8869629	604.33624	1528.762
780.5786133	509.92062	1800.6455
783.2702637	621.3752	1573.6791
785.9619141	652.2556	2058.775
788.6535645	359.9269	1039.1543
791.3452148	306.37296	821.8872
794.0368652	470.83182	1501.3751
796.7285156	513.35614	986.9138
799.420166	587.4371	1726.0726
802.1118164	256.47183	629.1221
804.8034668	344.4257	557.094
807.4951172	212.532	393.1967
810.1867676	325.4815	719.2848
812.878418	604.62634	1578.7908
815.5700684	411.1776	1052.1505
818.2617188	387.7433	905.6038
820.9533691	333.06805	814.4805
823.6450195	386.5833	1242.3561
826.3366699	318.54355	744.1525
829.0283203	357.1866	569.95795
831.7199707	335.62817	508.21707
834.4116211	619.8562	2245.3816
837.1032715	378.58627	727.11835
839.7949219	421.29868	1412.3551
842.4865723	485.13388	814.0717
845.1782227	320.60245	427.08728
847.869873	527.783	995.7881
850.5615234	239.47432	609.5552
853.2531738	588.02246	1159.5482
855.9448242	535.1265	1556.354
858.6364746	329.32074	647.37054
861.328125	280.79742	582.94684
864.0197754	215.64882	522.2358
866.7114258	252.1441	327.92136
869.4030762	483.37033	789.59454
872.0947266	321.09268	921.0424
874.786377	519.27563	937.6215
877.4780273	661.21625	1731.9172
880.1696777	440.51108	718.0308
882.8613281	462.8634	1031.6583
885.5529785	429.5381	714.0446
888.2446289	486.72934	1149.3046
890.9362793	481.0859	838.209
893.6279297	562.973	1193.1832
896.3195801	267.2109	514.9282
899.0112305	627.8589	1952.693
901.7028809	373.0792	766.69867
904.3945312	688.63715	1186.4321
907.0861816	421.14993	1173.3187
