Spectrum Analyzer Data File
2015-04-29 15:36:03

Frequency (Hz), Amplitude,Average Amplitude,Max Amplitude
0.0000000,0.0,0.0,0.0
2.6916504,1.1804606E-5,4.7566762E-5,1.4936758E-4
5.3833008,2.4467063E-4,7.3343643E-4,0.0022689376
8.0749512,0.0013378445,0.0034763315,0.010677728
10.7666016,0.004403764,0.010173561,0.030553589
13.4582520,0.011547344,0.022503491,0.066399634
16.1499023,0.023947831,0.042112578,0.12167816
18.8415527,0.04205034,0.0699139,0.1984224
21.5332031,0.06792852,0.105534695,0.29770455
24.2248535,0.10326136,0.15206699,0.41978714
26.9165039,0.14875627,0.20311263,0.5556955
29.6081543,0.21149157,0.279546,0.7299753
32.2998047,0.29654324,0.3571105,0.9266871
34.9914551,0.38563418,0.44436866,1.1117392
37.6831055,0.23207943,0.49879736,1.3972617
40.3747559,0.7256855,0.674101,1.5624847
43.0664062,0.83307856,0.8040151,1.8666207
45.7580566,0.994087,0.93822235,2.1824949
48.4497070,1.1384512,1.1261058,2.532859
51.1413574,1.1531494,1.2686946,2.9449737
53.8330078,1.1484257,1.4510502,3.2941566
56.5246582,0.79873973,2.2428718,3.6036594
59.2163086,2.3597617,2.4973056,3.9323237
61.9079590,1.0435141,1.9918542,4.9092264
64.5996094,1.8746254,3.3864133,8.502274
67.2912598,0.76021534,5.354427,10.959346
69.9829102,2.879358,6.489403,14.096081
72.6745605,10.330717,16.938324,33.92418
75.3662109,106.654884,49.091465,106.654884
78.0578613,27.427263,28.65136,67.93572
80.7495117,24.267584,18.476028,44.017548
83.4411621,17.638962,12.999959,28.542612
86.1328125,20.94314,9.39902,20.94314
88.8244629,17.069483,14.423764,24.71004
91.5161133,30.03221,22.47392,49.82352
94.2077637,16.023706,20.06894,56.15185
96.8994141,26.205742,26.110977,53.813194
99.5910645,32.38039,24.621271,41.269913
102.2827148,30.707293,22.529396,34.808586
104.9743652,37.826893,26.529074,38.43891
107.6660156,33.292645,31.068138,66.67446
110.3576660,78.794556,68.55941,107.00878
113.0493164,282.1002,95.807755,282.1002
115.7409668,155.3745,67.37005,155.3745
118.4326172,29.955719,24.7596,48.404552
121.1242676,30.936512,34.995663,56.29191
123.8159180,34.291683,23.514008,35.948097
126.5075684,33.51867,42.204594,52.566227
129.1992188,44.64316,55.425602,74.75062
131.8908691,102.1343,40.4907,102.1343
134.5825195,60.94633,52.045837,66.000786
137.2741699,77.72954,51.328564,77.72954
139.9658203,99.64748,58.671963,99.64748
142.6574707,107.25453,80.42608,132.20644
145.3491211,237.49448,137.90086,237.49448
148.0407715,375.7003,237.60536,376.4466
150.7324219,1715.5098,479.4855,1715.5098
153.4240723,464.5666,505.09042,1549.0886
156.1157227,402.77704,204.09764,469.54184
158.8073730,146.91353,95.93923,216.05267
161.4990234,147.92984,71.52943,147.92984
164.1906738,86.62933,71.29866,101.31573
166.8823242,162.85298,61.849976,162.85298
169.5739746,210.3296,121.429726,210.3296
172.2656250,106.955925,83.11387,117.21629
174.9572754,80.610634,77.35981,122.3424
177.6489258,232.60191,96.116806,232.60191
180.3405762,139.89732,112.96477,187.44925
183.0322266,355.90936,187.72957,355.90936
185.7238770,348.17337,192.54926,348.17337
188.4155273,1575.0143,481.08014,1575.0143
191.1071777,839.87085,405.71933,924.79724
193.7988281,482.90167,221.64813,482.90167
196.4904785,337.36642,207.33244,351.59866
199.1821289,258.71985,118.555725,258.71985
201.8737793,186.94312,107.61833,246.79573
204.5654297,179.5432,148.10123,352.204
207.2570801,105.40068,147.28923,236.79233
209.9487305,138.47168,116.349915,243.20181
212.6403809,186.77127,177.55618,348.52304
215.3320312,192.64464,161.73494,329.7244
218.0236816,89.67577,146.96754,276.89392
220.7153320,158.37637,100.01608,158.37637
223.4069824,140.0937,162.84123,297.63605
226.0986328,598.1711,242.76073,598.1711
228.7902832,398.98026,165.35823,398.98026
231.4819336,69.838165,232.84048,975.56537
234.1735840,186.9585,172.983,433.73334
236.8652344,170.28732,166.05743,405.96658
239.5568848,311.66794,147.25,311.66794
242.2485352,98.126015,151.26561,331.40442
244.9401855,135.56888,101.13303,217.11873
247.6318359,271.62668,163.37265,285.26233
250.3234863,91.924225,186.64099,549.74713
253.0151367,181.18895,152.0362,213.3224
255.7067871,387.79297,208.01048,399.3763
258.3984375,646.03156,279.21994,646.03156
261.0900879,549.13855,242.22758,549.13855
263.7817383,875.43695,282.8252,875.43695
266.4733887,401.56943,229.48183,456.90945
269.1650391,431.49402,327.68527,831.73914
271.8566895,614.4964,245.35185,614.4964
274.5483398,553.41724,213.93939,553.41724
277.2399902,149.17198,244.59499,454.3236
279.9316406,211.63776,140.96199,211.63776
282.6232910,400.08383,141.3848,400.08383
285.3149414,669.03815,206.87065,669.03815
288.0065918,635.5895,238.30446,635.5895
290.6982422,539.8402,250.05602,539.8402
293.3898926,759.4434,344.97888,759.4434
296.0815430,553.8176,301.97766,553.8176
