Spectrum Analyzer Data File
2015-04-29 15:32:20

Frequency (Hz), Amplitude,Average Amplitude,Max Amplitude
0.0000000,0.0,0.0,0.0
2.6916504,9.150826E-5,1.5436033E-4,3.5599526E-4
5.3833008,2.5066535E-4,0.002397754,0.0066573815
8.0749512,0.006439625,0.012265699,0.028942853
10.7666016,0.032782298,0.035005495,0.06805808
13.4582520,0.035785828,0.07471905,0.189416
16.1499023,0.1658137,0.15213573,0.30524257
18.8415527,0.027368935,0.19373995,0.6028654
21.5332031,0.36782938,0.3776153,0.79514116
24.2248535,0.56641525,0.47849455,0.97792256
26.9165039,0.411356,0.71167505,1.6467252
29.6081543,0.81285816,0.88537973,1.924756
32.2998047,0.10430401,1.0594549,2.9110901
34.9914551,1.6373467,1.6108897,3.074982
37.6831055,2.0171983,1.7662635,3.5034244
40.3747559,2.5627816,2.3813694,5.018061
43.0664062,1.8826755,2.5624437,5.812849
45.7580566,2.8548377,3.3104203,6.7614536
48.4497070,5.8085427,4.1554313,8.226534
51.1413574,5.2111115,5.0215774,9.842204
53.8330078,5.6124825,5.960911,12.3370285
56.5246582,0.5325688,5.6258144,11.221283
59.2163086,11.284854,11.331399,24.222097
61.9079590,9.094072,15.161365,26.487082
64.5996094,31.000225,20.652868,31.559332
67.2912598,80.07133,37.176025,80.07133
69.9829102,67.65767,48.20819,68.34967
72.6745605,49.831184,55.495613,82.14278
75.3662109,128.51233,99.30652,184.99664
78.0578613,103.185974,60.269955,103.185974
80.7495117,75.275986,73.63563,121.535126
83.4411621,32.989967,114.599365,174.15512
86.1328125,17.210712,85.38721,141.65202
88.8244629,193.41014,99.40042,193.41014
91.5161133,252.1456,192.39984,252.1456
94.2077637,151.23341,159.05821,227.5382
96.8994141,412.92902,207.87315,412.92902
99.5910645,225.89662,129.16075,225.89662
102.2827148,108.88864,155.64276,342.5236
104.9743652,273.67688,281.61316,545.61176
107.6660156,506.87064,310.4439,579.2687
110.3576660,62.297424,261.46304,569.91797
113.0493164,220.95992,264.2114,517.70325
115.7409668,245.0499,161.16544,304.2198
118.4326172,382.46677,264.06097,382.46677
121.1242676,499.64374,345.2632,499.64374
123.8159180,757.95337,396.08325,757.95337
126.5075684,393.36374,262.7896,393.36374
129.1992188,943.83417,420.94003,943.83417
131.8908691,279.30347,208.48245,326.04697
134.5825195,703.1127,446.90982,703.1127
137.2741699,524.26105,438.68948,524.2676
139.9658203,551.4449,340.91934,551.4449
142.6574707,697.28485,513.60364,806.3449
145.3491211,290.46198,359.3682,796.7592
148.0407715,767.32544,431.3707,767.32544
150.7324219,766.2699,358.48657,766.2699
153.4240723,428.80502,475.5755,766.98114
156.1157227,396.33603,635.2284,937.07965
158.8073730,522.79913,431.07257,706.447
161.4990234,502.02405,472.43167,820.92926
164.1906738,287.09943,470.92136,864.4317
166.8823242,627.5543,582.96606,868.513
169.5739746,540.90497,500.6223,663.34503
172.2656250,681.53125,524.9262,891.5504
174.9572754,290.59625,576.54456,1033.4415
177.6489258,267.13483,496.42996,977.9927
180.3405762,786.738,598.9809,864.32806
183.0322266,396.82202,545.0073,857.1973
185.7238770,1551.4216,834.9842,1551.4216
188.4155273,2374.4365,1067.3141,2374.4365
191.1071777,691.6716,504.43292,1013.8928
193.7988281,803.9856,561.8458,920.0557
196.4904785,533.37286,661.5219,1310.5535
199.1821289,163.65355,450.879,1063.3259
201.8737793,424.11908,486.7438,1077.0573
204.5654297,423.3355,570.92413,1192.6453
207.2570801,480.93658,459.3395,698.99506
209.9487305,1121.8892,652.52905,1158.3373
212.6403809,1096.967,571.3858,1096.967
215.3320312,366.2555,577.3242,1182.5447
218.0236816,1012.0242,624.1827,1012.0242
220.7153320,1212.7422,653.9308,1212.7422
223.4069824,1105.3335,770.3763,1105.3335
226.0986328,675.3594,540.67645,1074.321
228.7902832,1016.37396,568.7062,1016.37396
231.4819336,1760.4883,672.89374,1760.4883
234.1735840,839.8879,733.36206,1162.0105
236.8652344,297.81674,438.16953,764.6083
