Spectrum Analyzer Data File		
2015/4/29 15:30		
		
Frequency (Hz)	Average Amplitude	Max Amplitude
0	0	0
2.6916504	1.05E-04	4.72E-04
5.3833008	0.001599256	0.007169216
8.0749512	0.007461566	0.03339498
10.7666016	0.021351023	0.09483935
13.458252	0.046204377	0.20484024
16.1499023	0.083637275	0.36977017
18.8415527	0.13382158	0.5938711
21.5332031	0.20043734	0.87367314
24.2248535	0.2805486	1.2016277
26.9165039	0.36938852	1.5862606
29.6081543	0.48770702	2.0365767
32.2998047	0.594503	2.4577577
34.9914551	0.7189774	2.959603
37.6831055	0.92820525	3.533232
40.3747559	1.0739281	4.12483
43.0664062	1.2327043	4.692042
45.7580566	1.4526569	5.420407
48.449707	1.7086991	6.2252197
51.1413574	1.9619205	7.1094275
53.8330078	2.267909	8.494872
56.5246582	2.9305964	10.069725
59.2163086	2.9906313	12.391766
61.907959	6.6995234	28.147635
64.5996094	6.300389	21.250303
67.2912598	8.602944	22.09543
69.9829102	11.34198	23.965572
72.6745605	21.455462	78.16588
75.3662109	33.37284	136.90472
78.0578613	13.286711	30.641216
80.7495117	21.869888	57.21564
83.4411621	21.314299	80.867325
86.1328125	27.497656	121.20424
88.8244629	35.84706	112.77896
91.5161133	23.387638	67.80596
94.2077637	41.68433	179.81139
96.8994141	42.592278	205.1765
99.5910645	57.28521	217.20338
102.2827148	74.00708	314.26224
104.9743652	87.38119	314.51984
107.6660156	79.245346	300.79446
110.357666	92.64094	211.5141
113.0493164	104.92943	360.53696
115.7409668	44.628	106.96953
118.4326172	57.56709	187.67795
121.1242676	104.607315	411.9747
123.815918	52.8967	180.62526
126.5075684	157.73885	707.1741
129.1992188	151.81346	598.40076
131.8908691	147.9203	364.33905
134.5825195	127.54645	417.12845
137.2741699	142.11426	525.22815
139.9658203	136.49963	587.2392
142.6574707	166.96332	559.82556
145.3491211	206.93794	527.7892
148.0407715	251.5238	576.7427
150.7324219	197.09529	743.5027
153.4240723	158.613	547.7
156.1157227	155.94466	621.97437
158.807373	125.93963	467.72034
161.4990234	176.5723	517.3315
164.1906738	98.36206	276.23743
166.8823242	113.62733	419.03088
169.5739746	124.67319	432.64066
172.265625	113.781075	523.4468
174.9572754	109.14759	295.13757
177.6489258	85.53949	305.70416
180.3405762	161.87225	556.3599
183.0322266	124.41421	359.94366
185.723877	165.6624	565.13226
188.4155273	176.97852	812.9713
