Spectrum Analyzer Data File		
2015/4/29 15:30		
		
Frequency (Hz)	Average Amplitude	Max Amplitude
0	0	0
2.6916504	8.81E-05	1.76E-04
5.3833008	0.001201839	0.002106668
8.0749512	0.005107467	0.007763909
10.7666016	0.012847493	0.017393375
13.458252	0.027477834	0.03761855
16.1499023	0.050575413	0.06905969
18.8415527	0.0929654	0.13696371
21.5332031	0.16172585	0.29593614
24.2248535	0.28387564	0.645799
26.9165039	0.27429727	0.44797704
29.6081543	0.50049525	1.164249
32.2998047	0.51358706	1.0255574
34.9914551	0.75642484	1.6510564
37.6831055	0.727332	1.3996501
40.3747559	0.7751802	1.3036903
43.0664062	1.3113358	3.138872
45.7580566	1.2910521	2.7975898
48.449707	1.1511849	1.9365027
51.1413574	1.6611493	3.6774385
53.8330078	1.6180803	3.0650046
56.5246582	1.9740473	3.888143
59.2163086	2.7825696	5.901168
61.907959	3.106423	5.2639117
64.5996094	4.789676	9.882181
67.2912598	6.5546737	16.300253
69.9829102	10.264784	21.157717
72.6745605	6.705811	12.055303
75.3662109	5.4733524	13.107674
78.0578613	6.9721417	17.210701
80.7495117	8.191248	19.479235
83.4411621	21.34682	52.256916
86.1328125	18.452345	35.686497
88.8244629	46.403103	90.22238
91.5161133	85.92735	239.59001
94.2077637	36.210068	83.42314
96.8994141	35.104664	51.26027
99.5910645	25.699188	42.63973
102.2827148	41.905415	82.74731
104.9743652	85.209984	161.71149
107.6660156	64.17906	177.80031
110.357666	61.44124	106.944756
113.0493164	46.96669	106.99732
115.7409668	33.993874	61.46322
118.4326172	53.711643	73.371
121.1242676	93.75514	190.9744
123.815918	87.919655	145.51283
126.5075684	84.047676	164.60574
129.1992188	143.38051	327.6006
131.8908691	241.12036	596.5706
134.5825195	290.871	541.48065
137.2741699	351.94696	663.46893
139.9658203	182.97408	503.59393
142.6574707	165.92508	480.25085
145.3491211	80.89105	155.74304
148.0407715	57.260506	71.51839
150.7324219	102.51628	172.3383
153.4240723	156.59583	395.5507
156.1157227	111.23	150.94333
158.807373	114.88814	128.58493
161.4990234	135.75835	261.1606
164.1906738	154.59488	212.69998
166.8823242	194.21744	354.7637
169.5739746	241.87807	354.6869
172.265625	327.22955	471.8277
174.9572754	403.40253	572.6203
177.6489258	467.41266	1123.8224
180.3405762	1460.1505	2722.498
183.0322266	818.7048	2801.0955
185.723877	288.50116	592.2262
188.4155273	360.37604	842.90356
191.1071777	233.18134	562.95667
193.7988281	220.66463	293.0659
196.4904785	142.4015	400.1086
199.1821289	158.37988	394.39688
201.8737793	111.45585	172.55466
204.5654297	119.74453	191.08385
207.2570801	224.78424	492.53937
209.9487305	73.944695	86.91925
212.6403809	264.69708	395.79987
215.3320312	121.650566	147.60208
218.0236816	197.33679	281.273
220.715332	159.36438	397.53284
223.4069824	278.39935	637.43304
226.0986328	417.0342	1015.09875
228.7902832	354.77847	900.09546
231.4819336	176.49063	330.37872
234.173584	196.0949	277.23096
236.8652344	225.31491	287.45563
239.5568848	174.90842	358.03976
242.2485352	177.96535	260.94846
244.9401855	328.5719	552.44934
247.6318359	204.11993	302.0056
250.3234863	228.43974	480.99658
253.0151367	108.641716	126.75044
255.7067871	195.48007	347.56055
258.3984375	219.8015	473.30817
261.0900879	298.9374	683.128
263.7817383	123.39224	185.27615
266.4733887	261.4038	437.6605
269.1650391	563.8766	1412.7064
271.8566895	761.4178	2633.2961
274.5483398	266.52228	640.74786
277.2399902	324.97653	619.10126
279.9316406	246.9987	398.9656
282.623291	234.41415	413.8944
285.3149414	184.4853	338.88095
288.0065918	365.902	739.10486
290.6982422	148.5773	375.98608
293.3898926	231.84996	361.0907
296.081543	227.27588	444.46527
298.7731934	278.8083	433.63226
301.4648438	214.91524	381.35477
304.1564941	372.6338	650.7394
