Spectrum Analyzer Data File																							
2015/3/29 18:23																							
																							
Frequency (Hz)	 Amplitude	Average Amplitude																					
0	0	0																					
2.6916504	2.58E-06	2.57E-05																					
5.3833008	5.77E-05	3.96E-04																					
8.0749512	2.28E-04	0.001833029																					
10.7666016	5.67E-04	0.005307429																					
13.458252	7.65E-04	0.011505082		2645.785557	2869.958151	1387.211464	2237.037344	883.2798489	1408.261003	1031.748058	672.2732124	514.3352052	490.5533163	80.87458132	74.29045956	76.72588628	85.70547948	144.8960492	146.5847366	117.592674	64.53195021	52.22133368	49.31254538
16.1499023	0.002504304	0.021172265																					
18.8415527	0.002466919	0.033713624																					
21.5332031	0.006840236	0.051328752																					
24.2248535	0.007415678	0.07217415																					
26.9165039	0.013099601	0.099739105																					
29.6081543	0.014276368	0.12623201																					
32.2998047	0.020076426	0.15821074																					
34.9914551	0.034597415	0.19697838																					
37.6831055	0.010644482	0.21725337																					
40.3747559	0.03658539	0.2679816																					
43.0664062	0.038766455	0.31841096																					
45.7580566	0.0695529	0.3848282																					
48.449707	0.028700104	0.43252528																					
51.1413574	0.090164244	0.52286255																					
53.8330078	0.095589004	0.5694217																					
56.5246582	0.10941181	0.6535488																					
59.2163086	0.13765551	1.0334048																					
61.907959	0.579756	1.1666634																					
64.5996094	1.0647259	1.6706927																					
67.2912598	1.3426924	3.4474006																					
69.9829102	2.54242	4.396024																					
72.6745605	3.5592303	3.473847																					
75.3662109	3.2714148	3.0001442																					
78.0578613	8.430126	8.692211																					
80.7495117	7.151991	9.935125																					
83.4411621	2.6507514	14.554428																					
86.1328125	9.877956	15.989245																					
88.8244629	4.5484214	10.662416																					
91.5161133	1.2351941	4.8805633																					
94.2077637	4.6043687	10.224081																					
96.8994141	9.379976	13.742946																					
99.5910645	7.402641	7.88462																					
102.2827148	5.0846505	17.143145																					
104.9743652	8.424321	10.772896																					
107.6660156	16.747938	27.177294																					
110.357666	1.6510166	20.906693																					
113.0493164	8.700413	16.495897																					
115.7409668	19.262388	19.460583																					
118.4326172	9.911321	13.435054																					
121.1242676	26.370003	19.423477																					
123.815918	30.353436	26.30606																					
126.5075684	21.112957	26.223885																					
129.1992188	15.497561	34.760517																					
131.8908691	4.061457	24.55131																					
134.5825195	10.525562	29.674599																					
137.2741699	15.510484	19.294775																					
139.9658203	9.385762	15.856503																					
142.6574707	17.389404	45.29484																					
145.3491211	14.737276	21.751566																					
148.0407715	43.654728	45.081974																					
150.7324219	14.623245	23.870193																					
153.4240723	71.514786	66.93005																					
156.1157227	4.7111535	34.099045																					
158.807373	37.457676	64.8047																					
161.4990234	12.717223	26.991291																					
164.1906738	17.117163	25.007439																					
166.8823242	66.607956	62.92049																					
169.5739746	70.01349	69.88407																					
172.265625	25.104464	72.85533																					
174.9572754	41.490036	43.21286																					
177.6489258	47.220062	58.868168																					
180.3405762	62.838314	57.83887																					
183.0322266	79.678	51.198353																					
185.723877	23.651623	27.682161																					
188.4155273	29.142418	43.75012																					
191.1071777	15.987816	21.801224																					
193.7988281	56.63809	53.588875																					
196.4904785	38.29056	32.76322																					
199.1821289	22.72147	50.090145																					
201.8737793	31.021484	32.930897																					
204.5654297	22.520166	52.19601																					
207.2570801	36.3018	65.18283																					
209.9487305	78.633255	60.977165																					
212.6403809	49.07121	52.310192																					
215.3320312	70.44606	84.627365																					
