Spectrum Analyzer Data File
2015-03-29 18:29:48

Frequency (Hz), Amplitude,Average Amplitude
290.6982422,63.67973,39.294754
293.3898926,46.339016,32.825886
296.0815430,50.07822,56.445534
298.7731934,46.8577,32.76693
301.4648438,71.66697,49.115005
304.1564941,15.385184,21.197813
306.8481445,73.158905,56.059017
309.5397949,93.22225,52.406273
312.2314453,7.850219,31.72963
314.9230957,38.43377,34.010334
317.6147461,41.872932,19.415977
320.3063965,32.96003,29.580296
322.9980469,60.03791,41.372818
325.6896973,34.34334,40.643078
328.3813477,73.94505,37.873226
331.0729980,51.036934,40.97464
333.7646484,7.4533863,32.573803
336.4562988,53.689037,65.235245
339.1479492,86.010155,62.605145
341.8395996,32.835148,36.90293
344.5312500,33.82008,28.261982
347.2229004,66.42461,41.71754
349.9145508,53.86703,34.481823
352.6062012,12.2836895,20.286238
355.2978516,13.295047,16.992516
357.9895020,38.7473,27.520958
360.6811523,51.1545,29.152071
363.3728027,62.5506,43.248863
366.0644531,46.01026,29.510849
368.7561035,122.50051,60.765182
371.4477539,56.7752,41.29937
374.1394043,19.004824,27.92986
376.8310547,28.603077,24.157843
379.5227051,39.010014,32.513393
382.2143555,98.10812,59.124996
384.9060059,22.568298,24.503946
387.5976562,14.422914,43.629505
390.2893066,82.12238,58.31191
392.9809570,36.354916,34.815094
395.6726074,53.955223,34.433266
398.3642578,48.30663,26.722912
401.0559082,59.24419,36.542175
403.7475586,20.254738,33.55428
406.4392090,40.368565,34.027115
409.1308594,43.680805,55.109108
411.8225098,59.176468,54.077682
414.5141602,34.483334,42.415787
417.2058105,62.946995,38.98161
419.8974609,23.592995,38.174248
422.5891113,56.25409,45.538853
425.2807617,36.0825,24.500685
427.9724121,14.252658,22.08902
430.6640625,15.180463,26.536377
433.3557129,47.33821,65.49296
436.0473633,57.450493,51.808033
438.7390137,75.881035,61.21894
441.4306641,22.459843,44.26878
444.1223145,19.965515,37.450268
446.8139648,95.05388,122.671616
449.5056152,52.911915,46.536556
452.1972656,32.107243,44.337246
454.8889160,58.310135,56.408005
457.5805664,56.31943,38.954365
460.2722168,40.58104,40.362625
462.9638672,230.35904,220.0152
465.6555176,303.38425,138.93958
468.3471680,73.646576,63.50934
471.0388184,43.856194,40.6493
473.7304688,47.169533,39.80926
476.4221191,46.83833,51.279835
479.1137695,76.86288,48.549927
481.8054199,33.243107,28.708267
484.4970703,101.38013,68.558685
487.1887207,96.81991,52.739067
489.8803711,38.991833,48.78199
492.5720215,31.447191,57.4793
495.2636719,68.393326,48.276894
497.9553223,59.736145,39.17873
500.6469727,76.93889,45.013798
503.3386230,19.079353,22.460476
506.0302734,76.53022,40.07347
508.7219238,112.315605,72.20628
511.4135742,53.856712,64.25887
514.1052246,118.05409,61.07947
516.7968750,10.930578,40.353714
519.4885254,21.157843,28.086853
522.1801758,94.89655,66.39094
524.8718262,21.250328,37.744633
527.5634766,86.67216,61.503464
530.2551270,35.343197,42.18518
532.9467773,78.772766,55.702614
535.6384277,78.457184,62.01358
538.3300781,70.51641,40.125362
541.0217285,51.639393,62.001213
543.7133789,109.6279,56.347393
546.4050293,57.134754,42.19798
549.0966797,85.19674,51.94123
551.7883301,18.077795,22.843328
554.4799805,43.8372,44.632736
557.1716309,74.19193,58.146732
559.8632812,11.126459,33.839676
562.5549316,26.2819,27.03176
565.2465820,43.356625,50.111996
567.9382324,75.88466,61.831596
570.6298828,51.30022,56.487423
573.3215332,46.21166,27.72024
576.0131836,47.47497,38.845604
578.7048340,29.81197,33.180714
581.3964844,92.161415,48.442158
584.0881348,10.352688,27.32834
586.7797852,13.489926,32.58308
589.4714355,7.6438527,26.152044
592.1630859,31.210468,38.334072
594.8547363,71.34156,56.65587
597.5463867,38.54618,44.212315
600.2380371,38.08494,32.805954
602.9296875,8.163023,44.816772
605.6213379,151.82352,88.63239
608.3129883,81.25687,58.911064
611.0046387,83.585884,57.68351
613.6962891,22.962334,39.62423
616.3879395,60.696995,57.666653
619.0795898,29.634941,20.387224
621.7712402,63.48154,48.815464
624.4628906,62.870247,61.481964
627.1545410,42.54672,51.875103
629.8461914,59.180782,46.005337
632.5378418,105.80587,43.47187
635.2294922,89.66068,44.353542
637.9211426,39.94329,48.411713
640.6127930,48.084057,44.7094
643.3044434,108.502205,71.272064
645.9960938,24.49977,48.95376
648.6877441,76.12121,51.0555
651.3793945,22.28474,28.781193
654.0710449,50.084785,34.333675
656.7626953,18.29192,22.337812
659.4543457,28.41207,41.524292
662.1459961,63.619488,43.262558
664.8376465,29.435236,24.60672
667.5292969,94.02771,73.87707
670.2209473,114.43872,72.82177
672.9125977,11.994748,39.60318
675.6042480,39.35904,48.88895
678.2958984,50.68088,40.142307
680.9875488,19.995277,37.519493
683.6791992,59.652973,40.05321
686.3708496,92.94024,66.5766
689.0625000,95.934135,68.720024
691.7541504,65.72385,83.02148
694.4458008,112.086105,128.91757
697.1374512,379.4619,158.47595
699.8291016,110.37797,81.14672
702.5207520,54.627815,44.184895
705.2124023,72.60439,62.392822
707.9040527,32.3084,48.87901
710.5957031,24.28433,52.46464
713.2873535,58.9778,37.039536
715.9790039,65.73115,56.81264
718.6706543,57.819668,67.06086
721.3623047,38.521774,39.897583
724.0539551,25.673435,36.508404
726.7456055,57.702747,33.67089
729.4372559,80.09914,64.87492
732.1289062,17.463037,40.84516
734.8205566,34.63579,53.557808
737.5122070,23.372665,24.998762
740.2038574,55.298553,77.952934
742.8955078,58.724304,46.83773
745.5871582,68.41491,57.95266
748.2788086,19.002916,22.637188
750.9704590,37.502785,25.223017
753.6621094,77.07142,48.33027
756.3537598,34.347767,43.288864
759.0454102,71.97069,78.44628
761.7370605,40.165974,39.36145
764.4287109,64.243515,71.64757
767.1203613,49.677704,43.825104
769.8120117,72.75875,76.65056
772.5036621,108.837326,67.477745
775.1953125,172.59494,101.919334
777.8869629,40.587753,45.867924
780.5786133,78.86272,71.63621
783.2702637,31.876522,60.729202
785.9619141,58.978043,63.387157
788.6535645,52.455894,50.432396
791.3452148,55.407383,33.940964
794.0368652,42.260044,45.499348
796.7285156,93.01743,66.18642
799.4201660,48.067192,62.631805
802.1118164,47.743122,31.11135
804.8034668,90.51432,53.763306
807.4951172,58.18892,32.96132
810.1867676,33.507103,31.368181
812.8784180,77.77135,48.818752
815.5700684,39.97098,23.296387
818.2617188,60.033318,33.2305
820.9533691,35.745186,58.46871
823.6450195,93.237366,49.960606
826.3366699,102.15582,61.47241
829.0283203,53.402023,55.339535
831.7199707,39.73007,42.27883
834.4116211,35.45378,32.097424
837.1032715,30.652735,45.111286
839.7949219,108.33131,64.99731
842.4865723,15.519416,20.152147
845.1782227,30.84041,47.637783
847.8698730,64.195175,50.76983
850.5615234,47.27485,38.86194
853.2531738,84.259315,42.959133
855.9448242,37.574455,42.780834
858.6364746,87.23982,52.53076
861.3281250,58.253944,59.444534
864.0197754,33.454018,33.599957
866.7114258,37.49816,22.938637
869.4030762,32.97443,47.78025
872.0947266,62.62286,40.988815
874.7863770,46.326195,47.91845
877.4780273,100.052895,80.902534
880.1696777,53.81227,25.31015
882.8613281,18.902172,36.42687
885.5529785,32.38275,40.73697
888.2446289,77.240906,58.31947
890.9362793,113.67285,74.72677
893.6279297,64.66359,64.70573
896.3195801,92.72007,64.07393
899.0112305,108.33436,53.777023
901.7028809,17.76253,31.308542
904.3945312,137.01094,66.70288
907.0861816,86.189964,48.855213
909.7778320,63.096703,51.35087
912.4694824,116.33839,72.06457
915.1611328,114.41291,59.7424
917.8527832,116.467064,75.037834
920.5444336,127.52005,70.48987
923.2360840,158.56804,103.29517
925.9277344,169.09467,93.89408
928.6193848,179.67491,108.405945
931.3110352,283.59763,110.501976
934.0026855,254.84349,105.99752
936.6943359,206.27534,92.4081
939.3859863,138.8338,85.13389
942.0776367,175.27773,65.03203
944.7692871,203.51582,90.774605
947.4609375,233.48767,102.22677
950.1525879,176.86917,84.23849
952.8442383,94.426155,73.045616
955.5358887,223.13885,103.543686
958.2275391,196.7867,75.363106
960.9191895,84.484,53.523777
963.6108398,195.39478,97.74394
966.3024902,186.86119,76.353966
968.9941406,156.68172,69.094376
971.6857910,262.7927,117.86969
974.3774414,151.75795,76.37883
977.0690918,155.07837,73.47744
979.7607422,231.47455,95.80798
982.4523926,92.183044,72.335205
985.1440430,103.34133,45.312027
987.8356934,78.21397,45.78987
990.5273438,103.59849,58.1721
993.2189941,55.97293,23.978392
995.9106445,49.384155,28.953985
998.6022949,97.026726,44.43541
1001.2939453,32.36278,30.693953
1003.9855957,179.2142,82.92994
1006.6772461,144.99506,56.060238
1009.3688965,122.38101,81.166954
1012.0605469,108.995674,60.715023
1014.7521973,93.66216,68.12594
1017.4438477,128.75908,56.97026
1020.1354980,104.90019,51.00707
1022.8271484,122.41185,68.632576
1025.5187988,25.564604,27.39862
1028.2104492,18.277946,34.452404
1030.9020996,107.36065,52.289604
1033.5937500,27.609735,26.561575
1036.2854004,55.456886,33.472713
1038.9770508,15.474309,14.491565
1041.6687012,39.574013,35.142494
1044.3603516,44.33197,42.202446
1047.0520020,80.82104,50.17847
1049.7436523,32.027515,21.363373
1052.4353027,51.48238,55.002113
1055.1269531,24.400059,39.720634
1057.8186035,41.02274,25.330482
1060.5102539,27.056557,37.95151
1063.2019043,34.56374,31.229954
1065.8935547,70.912674,29.719494
1068.5852051,52.56477,34.41816
1071.2768555,35.12717,37.511955
1073.9685059,14.780342,21.633612
1076.6601562,72.89038,32.615772
1079.3518066,37.179115,26.923752
1082.0434570,46.02249,34.321945
1084.7351074,24.136164,34.74133
1087.4267578,59.71449,46.274487
1090.1184082,6.068017,15.086584
1092.8100586,44.879936,29.495333
1095.5017090,32.96406,32.993534
1098.1933594,28.56769,30.152403
1100.8850098,15.044427,30.649675
1103.5766602,67.2833,47.52496
1106.2683105,18.289738,32.51426
1108.9599609,15.080478,15.104997
1111.6516113,42.062126,27.609322
1114.3432617,26.209457,32.415623
1117.0349121,5.5218587,22.949537
1119.7265625,42.88108,35.26785
1122.4182129,20.949617,31.139732
1125.1098633,13.335488,23.659348
1127.8015137,15.162254,23.33788
1130.4931641,91.337135,46.716454
1133.1848145,17.152946,29.36584
1135.8764648,23.526554,39.888412
1138.5681152,78.785034,47.141563
1141.2597656,1.8543175,18.15012
1143.9514160,51.148228,31.529484
1146.6430664,78.47022,52.49999
1149.3347168,33.389282,21.375978
1152.0263672,57.18837,27.607817
1154.7180176,40.660812,26.027822
1157.4096680,95.58031,43.527817
1160.1013184,84.54315,44.348793
1162.7929688,92.58582,43.326347
1165.4846191,33.131573,35.269657
1168.1762695,61.84081,35.513718
1170.8679199,31.29614,23.418568
1173.5595703,56.403725,45.3332
1176.2512207,20.95251,23.288723
1178.9428711,44.18159,43.497932
1181.6345215,21.577238,14.901463
1184.3261719,25.412413,23.833544
1187.0178223,15.192708,20.460653
1189.7094727,24.43177,27.31885
1192.4011230,47.79353,43.58498
1195.0927734,35.736893,29.154688
1197.7844238,12.252477,21.363485
1200.4760742,67.314354,36.36123
1203.1677246,28.808235,28.136532
1205.8593750,35.793262,29.062773
1208.5510254,43.08244,33.72009
1211.2426758,38.005165,37.81555
1213.9343262,37.533417,36.8989
1216.6259766,55.451344,28.70403
1219.3176270,26.94086,35.06671
1222.0092773,118.79954,70.70753
1224.7009277,87.785095,53.564087
1227.3925781,52.453007,34.90587
1230.0842285,12.814053,13.037764
1232.7758789,52.099537,52.737347
1235.4675293,4.83196,13.777422
1238.1591797,32.539867,30.16758
1240.8508301,31.092886,29.622852
1243.5424805,49.173294,32.900806
1246.2341309,55.26444,39.482727
1248.9257812,16.223223,27.552794
1251.6174316,47.153637,37.106922
1254.3090820,24.809994,21.984852
1257.0007324,12.898967,10.467704
1259.6923828,35.75601,21.54126
1262.3840332,39.76194,42.28684
1265.0756836,34.405403,26.792515
1267.7673340,42.603577,32.88908
1270.4589844,26.737352,26.958235
1273.1506348,44.264305,37.600555
1275.8422852,72.04427,66.963234
1278.5339355,37.453827,25.970322
1281.2255859,65.21658,40.120457
1283.9172363,26.181814,37.46183
1286.6088867,20.393606,20.963488
1289.3005371,44.606506,34.082825
1291.9921875,43.705418,24.534515
1294.6838379,27.815172,26.014942
1297.3754883,39.08957,25.590994
1300.0671387,17.195864,24.642502
1302.7587891,105.92081,55.799213
1305.4504395,26.758745,22.681826
1308.1420898,50.92538,32.451794
1310.8337402,51.234665,41.90378
1313.5253906,75.06208,42.725754
1316.2170410,50.356827,35.1094
1318.9086914,54.872246,29.74935
1321.6003418,47.293003,30.920778
1324.2919922,23.73684,41.85473
1326.9836426,19.948774,34.874077
1329.6752930,55.782795,31.24841
1332.3669434,77.70491,41.652214
1335.0585938,7.693259,35.641167
1337.7502441,38.100124,30.099228
1340.4418945,123.137505,49.94709
1343.1335449,10.830436,12.0117855
1345.8251953,45.22505,34.325962
1348.5168457,74.50161,45.88644
1351.2084961,40.780025,20.8285
1353.9001465,64.438736,45.82561
1356.5917969,52.746876,41.26358
1359.2834473,50.815807,38.45586
1361.9750977,47.764446,38.665478
1364.6667480,6.129909,32.741615
1367.3583984,62.16139,47.54383
1370.0500488,65.77085,29.482162
1372.7416992,26.194834,42.429806
1375.4333496,23.32366,36.506596
1378.1250000,62.577995,35.4795
1380.8166504,152.87425,84.65872
1383.5083008,126.562256,66.95639
1386.1999512,25.39194,22.02054
1388.8916016,60.234444,47.662563
1391.5832520,71.78559,60.09458
1394.2749023,127.95304,59.49405
1396.9665527,77.18558,51.812614
1399.6582031,124.78324,80.39487
1402.3498535,165.2587,86.49858
1405.0415039,167.96623,72.67333
1407.7331543,163.51813,81.4941
1410.4248047,186.40984,85.901474
1413.1164551,133.84164,74.95367
1415.8081055,175.9534,89.32456
1418.4997559,149.11636,87.19452
1421.1914062,188.16315,87.66266
1423.8830566,210.03195,91.07135
1426.5747070,108.54253,58.093742
1429.2663574,119.334206,57.07702
1431.9580078,222.12225,99.62465
1434.6496582,96.89117,57.73256
1437.3413086,75.57997,74.22058
1440.0329590,111.33151,59.120033
1442.7246094,83.441574,56.75287
1445.4162598,55.856728,48.10036
1448.1079102,122.07147,76.76752
1450.7995605,68.43641,53.096245
1453.4912109,96.30618,56.668762
1456.1828613,53.589157,43.040245
1458.8745117,17.555084,27.771366
1461.5661621,77.36643,49.27158
1464.2578125,125.63142,61.681705
1466.9494629,81.233116,43.376408
1469.6411133,51.902367,39.037003
1472.3327637,53.823177,57.634655
1475.0244141,125.05346,66.31038
1477.7160645,128.87819,63.8732
1480.4077148,66.4361,43.387646
1483.0993652,112.69894,65.96181
1485.7910156,34.055813,37.44359
1488.4826660,87.97061,39.68939
1491.1743164,109.79438,57.01758
1493.8659668,52.83914,45.244537
1496.5576172,30.79807,43.455772
1499.2492676,21.814335,24.402311
1501.9409180,73.19915,39.431866
1504.6325684,41.109123,37.925274
1507.3242188,54.69137,37.12101
1510.0158691,74.75854,44.614204
1512.7075195,103.56975,52.09515
1515.3991699,125.22973,52.496357
1518.0908203,97.22281,47.599953
1520.7824707,67.96883,58.063797
1523.4741211,60.68983,37.42437
1526.1657715,57.68476,41.617992
1528.8574219,41.144135,38.596092
1531.5490723,34.253906,25.583961
1534.2407227,61.44096,42.37613
1536.9323730,56.272438,41.513657
1539.6240234,56.079277,48.01988
1542.3156738,71.272545,34.30657
1545.0073242,78.33169,43.676792
1547.6989746,54.789757,27.529821
1550.3906250,91.32855,50.318527
1553.0822754,88.082634,44.953785
1555.7739258,47.347084,33.478485
1558.4655762,25.906815,18.10746
1561.1572266,37.37878,42.14854
1563.8488770,19.334478,33.986546
1566.5405273,47.27932,39.714806
1569.2321777,17.680912,22.332102
1571.9238281,84.56195,45.725994
1574.6154785,78.856186,44.874943
1577.3071289,47.21812,25.377924
1579.9987793,158.8552,78.28794
1582.6904297,102.79626,47.54957
1585.3820801,148.55226,74.13199
1588.0737305,71.314674,44.998276
1590.7653809,97.563354,45.97539
1593.4570312,37.378887,33.091652
1596.1486816,78.35905,42.593166
1598.8403320,175.31789,78.72912
1601.5319824,64.84701,32.62225
1604.2236328,83.43985,49.9873
1606.9152832,6.7845564,22.787954
1609.6069336,113.36176,71.2606
1612.2985840,78.43702,52.172424
1614.9902344,8.968804,17.812748
1617.6818848,36.33294,27.386889
1620.3735352,22.271936,28.596218
1623.0651855,46.637634,38.437695
1625.7568359,31.09834,23.29877
1628.4484863,50.540077,40.109837
1631.1401367,56.75861,38.606922
1633.8317871,79.55793,35.183838
1636.5234375,105.754105,65.1618
1639.2150879,55.3929,44.05043
1641.9067383,34.322514,23.485764
1644.5983887,48.729595,47.419945
1647.2900391,13.180187,21.98795
1649.9816895,21.059147,25.939072
1652.6733398,23.22614,45.787983
1655.3649902,25.440632,22.161497
1658.0566406,65.815155,41.14694
1660.7482910,68.35501,29.594614
1663.4399414,15.63024,20.658787
1666.1315918,19.85387,39.869133
1668.8232422,27.972187,20.997726
1671.5148926,10.42388,22.082737
1674.2065430,19.53806,19.78163
1676.8981934,42.167515,35.622517
1679.5898438,28.429922,26.706757
1682.2814941,39.437065,30.118979
1684.9731445,5.8005066,24.666857
1687.6647949,48.193035,30.921383
1690.3564453,21.998337,20.95794
1693.0480957,44.02016,21.218607
1695.7397461,18.268875,34.64497
1698.4313965,70.73695,39.716557
1701.1230469,31.963161,22.798765
1703.8146973,51.45034,56.71912
1706.5063477,109.978516,49.564423
1709.1979980,82.90981,47.844604
1711.8896484,36.736404,32.318882
1714.5812988,26.225632,16.112635
1717.2729492,64.860886,35.58758
1719.9645996,7.3923483,23.57172
1722.6562500,46.30116,28.186596
1725.3479004,21.745163,37.508926
1728.0395508,44.230396,34.24533
1730.7312012,19.719656,22.491915
1733.4228516,28.66121,20.576666
1736.1145020,52.690197,37.218266
1738.8061523,58.626225,33.33533
1741.4978027,36.193813,27.401428
1744.1894531,24.555838,20.387064
1746.8811035,25.219858,27.874664
1749.5727539,39.81431,33.74997
1752.2644043,28.339638,27.107935
1754.9560547,44.24694,30.91942
1757.6477051,69.41385,34.80914
1760.3393555,9.296018,17.368317
1763.0310059,36.25619,29.693209
1765.7226562,29.094173,23.250326
1768.4143066,50.5638,38.55598
1771.1059570,17.097504,23.12733
1773.7976074,76.47789,42.96812
1776.4892578,42.217377,30.482277
1779.1809082,42.11974,23.097971
1781.8725586,37.062347,25.688326
1784.5642090,57.508064,39.903923
1787.2558594,37.21125,28.631199
1789.9475098,32.609142,30.35397
1792.6391602,24.968819,37.518337
1795.3308105,37.820408,24.435696
1798.0224609,46.226204,29.11853
1800.7141113,22.808815,23.125103
1803.4057617,29.825098,22.61325
1806.0974121,51.037342,43.935715
1808.7890625,25.485188,26.032059
1811.4807129,13.658645,22.416538
1814.1723633,14.917614,15.412304
1816.8640137,50.971752,30.72807
1819.5556641,61.70435,39.258736
1822.2473145,39.761734,36.718987
1824.9389648,24.43353,33.522923
1827.6306152,49.098686,26.866926
1830.3222656,50.394577,28.981884
1833.0139160,24.11875,20.145674
1835.7055664,50.68966,41.05247
1838.3972168,33.176132,18.255005
1841.0888672,55.43123,39.84777
1843.7805176,72.443726,39.867287
1846.4721680,27.06196,24.699677
1849.1638184,127.00146,86.5551
1851.8554688,84.91595,66.46446
1854.5471191,85.89562,75.77048
1857.2387695,250.90744,106.60852
1859.9304199,272.9448,136.80421
1862.6220703,286.9976,126.39488
1865.3137207,34.15169,69.25192
1868.0053711,143.9808,78.46347
1870.6970215,74.36165,50.21581
1873.3886719,106.73936,47.086254
1876.0803223,52.666058,28.996658
1878.7719727,41.488247,39.01243
1881.4636230,31.659914,25.352068
1884.1552734,78.02737,56.53094
1886.8469238,51.632946,36.704315
1889.5385742,30.290707,44.13488
1892.2302246,36.71679,30.152456
1894.9218750,67.02238,46.08108
1897.6135254,51.258354,32.09638
1900.3051758,47.71015,28.64406
1902.9968262,26.239279,23.331383
1905.6884766,134.31331,86.22277
1908.3801270,7.2222943,19.485126
1911.0717773,8.473182,20.172913
1913.7634277,42.01067,37.685253
1916.4550781,56.381187,61.462486
1919.1467285,32.788246,48.916832
1921.8383789,21.267372,44.91593
1924.5300293,91.17492,53.0803
1927.2216797,28.126905,42.03573
1929.9133301,73.92966,34.235718
1932.6049805,114.216034,54.272472
1935.2966309,138.40356,64.77625
1937.9882812,66.379524,52.46648
1940.6799316,175.68616,86.126076
1943.3715820,74.62562,54.01577
1946.0632324,142.67075,71.4614
1948.7548828,132.39801,55.334213
1951.4465332,11.429303,16.3332
1954.1381836,43.94299,33.557983
1956.8298340,37.795483,28.037516
1959.5214844,39.218273,39.27828
1962.2131348,14.10437,20.398739
1964.9047852,43.396263,26.256044
1967.5964355,56.67665,31.80252
1970.2880859,47.39209,29.086847
1972.9797363,94.67821,47.23723
1975.6713867,47.0249,26.016138
1978.3630371,27.99177,22.738716
1981.0546875,26.350468,29.127821
1983.7463379,72.5941,50.356575
1986.4379883,25.604595,29.788153
1989.1296387,33.068466,21.656794
1991.8212891,26.14486,27.696436
1994.5129395,54.419933,30.051676
1997.2045898,27.338987,20.07214
1999.8962402,61.28785,46.53839
2002.5878906,80.89987,39.435364
2005.2795410,52.292713,34.600037
2007.9711914,40.329002,29.907984
2010.6628418,27.263588,20.666883
2013.3544922,84.680016,50.30261
2016.0461426,63.297047,47.832912
2018.7377930,87.31022,51.859272
2021.4294434,68.21915,31.366993
2024.1210938,26.298243,31.093002
2026.8127441,45.00335,30.226284
2029.5043945,77.296425,30.041538
2032.1960449,18.846655,20.892498
2034.8876953,47.93182,30.546974
2037.5793457,16.165781,29.294762
2040.2709961,16.82845,16.233189
2042.9626465,35.960705,27.9169
2045.6542969,26.049215,20.30377
2048.3459473,75.16876,35.835205
2051.0375977,57.153732,41.15059
2053.7292480,48.875046,30.260313
2056.4208984,15.860427,18.700134
2059.1125488,39.154762,40.58997
2061.8041992,51.254063,25.849962
2064.4958496,20.190027,17.978615
2067.1875000,12.032821,29.984016
2069.8791504,15.931197,15.168382
2072.5708008,38.58119,24.487627
2075.2624512,80.94464,44.927017
2077.9541016,34.640236,24.343477
2080.6457520,14.0995655,18.915089
2083.3374023,36.282337,29.278822
2086.0290527,22.318127,16.95043
2088.7207031,37.476677,28.622618
2091.4123535,31.655634,27.52003
2094.1040039,29.885366,18.279272
2096.7956543,71.76154,38.35779
2099.4873047,7.4049883,11.781312
2102.1789551,75.0645,39.536564
2104.8706055,40.050377,26.41794
2107.5622559,35.924274,21.085217
2110.2539062,14.618579,14.228531
2112.9455566,2.5252354,12.958844
2115.6372070,35.819187,31.837158
2118.3288574,28.350752,22.89963
2121.0205078,31.224943,20.955633
2123.7121582,21.69617,29.887989
2126.4038086,33.67428,19.827063
2129.0954590,27.872948,24.076767
2131.7871094,18.682076,14.263155
2134.4787598,12.663994,14.225892
2137.1704102,14.749526,13.281956
2139.8620605,21.111067,31.440044
2142.5537109,18.633978,26.820158
2145.2453613,39.814606,26.735443
2147.9370117,26.686975,27.542517
2150.6286621,20.34463,14.526769
2153.3203125,40.72348,28.241451
2156.0119629,30.012362,34.924316
2158.7036133,43.762302,36.290894
2161.3952637,41.21764,39.24558
2164.0869141,44.63314,34.80676
2166.7785645,41.60078,33.44997
2169.4702148,62.563183,46.457027
2172.1618652,19.715124,25.938662
2174.8535156,53.25975,52.614708
2177.5451660,29.333668,23.16281
2180.2368164,47.28336,30.64115
2182.9284668,11.620393,10.571949
2185.6201172,17.108397,11.177944
2188.3117676,25.170763,23.067793
2191.0034180,30.270775,30.599888
2193.6950684,37.86715,25.921425
2196.3867188,17.390936,23.37253
2199.0783691,5.4789643,17.072365
2201.7700195,15.412847,17.516258
2204.4616699,5.9446526,11.347302
2207.1533203,24.508993,21.844315
2209.8449707,17.589935,22.028942
2212.5366211,50.53942,46.907345
2215.2282715,4.793828,57.560112
2217.9199219,35.756054,55.478603
2220.6115723,25.068712,39.326805
2223.3032227,2.2757642,26.98008
2225.9948730,26.397093,16.772911
2228.6865234,9.442904,34.164845
2231.3781738,33.860992,22.825369
2234.0698242,14.683452,11.001154
2236.7614746,14.690701,22.485958
2239.4531250,11.397474,20.232368
