Spectrum Analyzer Data File
2015-03-17 16:34:21

Frequency (Hz), Amplitude,Average Amplitude
0.0000000,0.0,0.0
2.6916504,5.326056E-6,0.0
5.3833008,8.337757E-5,0.0
8.0749512,3.8986202E-4,0.0
10.7666016,0.0011168492,0.0
13.4582520,0.0025224825,0.0
16.1499023,0.0041039092,0.0
18.8415527,0.0065955212,0.0
21.5332031,0.008649608,0.0
24.2248535,0.014662359,0.0
26.9165039,0.014999372,0.0
29.6081543,0.02376752,0.0
32.2998047,0.020595679,0.0
34.9914551,0.038277857,0.0
37.6831055,0.04168566,0.0
40.3747559,0.040058743,0.0
43.0664062,0.030383883,0.0
45.7580566,0.032632276,0.0
48.4497070,0.03813873,0.0
51.1413574,0.047944583,0.0
53.8330078,0.032021426,0.0
56.5246582,0.01174899,0.0
59.2163086,0.06212379,0.0
61.9079590,0.4203306,0.0
64.5996094,0.8570763,0.0
67.2912598,0.5632257,0.0
69.9829102,2.2929368,0.0
72.6745605,1.9532106,0.0
75.3662109,3.55012,0.0
78.0578613,3.660859,0.0
80.7495117,2.2259712,0.0
83.4411621,3.8260694,0.0
86.1328125,1.5863041,0.0
88.8244629,7.658943,0.0
91.5161133,13.9069195,0.0
94.2077637,0.31618917,0.0
96.8994141,14.336736,0.0
99.5910645,7.014472,0.0
102.2827148,22.553782,0.0
104.9743652,7.5903745,0.0
107.6660156,14.843871,0.0
110.3576660,1.4090273,0.0
113.0493164,8.404397,0.0
115.7409668,16.206482,0.0
118.4326172,14.452879,0.0
121.1242676,13.120358,0.0
123.8159180,7.3691688,0.0
126.5075684,9.344227,0.0
129.1992188,11.383361,0.0
131.8908691,6.7750626,0.0
134.5825195,14.654884,0.0
137.2741699,25.350304,0.0
139.9658203,23.62043,0.0
142.6574707,28.63608,0.0
145.3491211,48.60325,0.0
148.0407715,35.554848,0.0
150.7324219,30.31074,0.0
153.4240723,27.962427,0.0
156.1157227,47.500908,0.0
158.8073730,49.953365,0.0
161.4990234,29.326607,0.0
164.1906738,14.054852,0.0
166.8823242,53.46024,0.0
169.5739746,36.364872,0.0
172.2656250,119.893906,0.0
174.9572754,46.227657,0.0
177.6489258,56.229332,0.0
180.3405762,30.363945,0.0
183.0322266,21.476814,0.0
185.7238770,22.406576,0.0
188.4155273,102.34137,0.0
191.1071777,45.466824,0.0
193.7988281,61.43699,0.0
196.4904785,19.751621,0.0
199.1821289,31.056284,0.0
201.8737793,57.219135,0.0
204.5654297,30.823254,0.0
207.2570801,87.84827,0.0
209.9487305,17.111681,0.0
212.6403809,48.959064,0.0
215.3320312,48.481808,0.0
218.0236816,34.077465,0.0
220.7153320,15.787162,0.0
223.4069824,86.3472,0.0
226.0986328,19.172237,0.0
228.7902832,45.618732,0.0
231.4819336,61.204407,0.0
234.1735840,31.56862,0.0
236.8652344,37.386124,0.0
239.5568848,65.610664,0.0
242.2485352,74.14036,0.0
244.9401855,118.86407,0.0
247.6318359,13.108813,0.0
250.3234863,95.49569,0.0
253.0151367,28.907036,0.0
255.7067871,40.07077,0.0
258.3984375,142.09973,0.0
261.0900879,134.47235,0.0
263.7817383,154.43866,0.0
266.4733887,65.51408,0.0
269.1650391,8.587366,0.0
271.8566895,58.677486,0.0
274.5483398,194.40277,0.0
277.2399902,85.34849,0.0
279.9316406,176.59947,0.0
282.6232910,195.3176,0.0
285.3149414,178.98076,0.0
288.0065918,145.14406,0.0
290.6982422,267.17227,0.0
293.3898926,137.20148,0.0
296.0815430,49.83818,0.0
298.7731934,115.89717,0.0
301.4648438,165.33408,0.0
304.1564941,60.663265,0.0
306.8481445,158.74706,0.0
309.5397949,179.41153,0.0
312.2314453,101.90285,0.0
314.9230957,167.44214,0.0
317.6147461,248.4589,0.0
320.3063965,149.3105,0.0
322.9980469,241.33067,0.0
325.6896973,180.6324,0.0
328.3813477,53.49156,0.0
331.0729980,169.42703,0.0
333.7646484,69.20973,0.0
