Spectrum Analyzer Data File
2015-04-14 18:21:12

Frequency (Hz), Amplitude,Average Amplitude,Max Amplitude
0.0000000,0.0,0.0,0.0
2.6916504,2.4749375E-5,6.511714E-5,1.2111058E-4
5.3833008,3.6800155E-4,9.928591E-4,0.0018456618
8.0749512,0.0017952281,0.0046991836,0.008712304
10.7666016,0.0050149565,0.013461388,0.02495404
13.4582520,0.011145196,0.02967405,0.05485901
16.1499023,0.019911708,0.054581195,0.10090331
18.8415527,0.032673683,0.090172306,0.16661568
21.5332031,0.047734525,0.13681653,0.25028962
24.2248535,0.07054408,0.19124165,0.3542166
26.9165039,0.09313568,0.26343432,0.48040918
29.6081543,0.12805212,0.3628049,0.63746774
32.2998047,0.17687327,0.45278177,0.85066026
34.9914551,0.18234414,0.52894837,0.9870216
37.6831055,0.19595553,0.6896862,1.2737578
40.3747559,0.29016346,0.8079174,1.5307003
43.0664062,0.32511038,1.0129038,1.8680242
45.7580566,0.40569657,1.1877303,2.1628685
48.4497070,0.43531582,1.3967397,2.5423257
51.1413574,0.39953378,1.6257355,3.0159564
53.8330078,0.5080698,2.2742386,3.8583987
56.5246582,0.8397262,2.1882093,4.025906
59.2163086,1.2736965,5.0672336,6.931608
61.9079590,2.6800747,6.488643,9.926204
64.5996094,8.423905,10.996962,16.872501
67.2912598,8.382693,14.263979,22.346422
69.9829102,14.231813,13.446121,22.338303
72.6745605,16.907715,10.1633415,16.907715
75.3662109,23.352863,27.368671,34.809628
78.0578613,21.347242,28.602968,45.38221
80.7495117,41.378998,26.759842,41.378998
83.4411621,28.732864,38.783184,94.91204
86.1328125,63.73325,52.34901,63.73325
88.8244629,69.82989,75.55912,87.356346
91.5161133,32.129215,56.975075,83.13309
94.2077637,38.485268,77.04088,160.1474
96.8994141,43.47951,64.31381,89.44208
99.5910645,55.752014,51.931625,65.37895
102.2827148,8.004616,78.34635,158.62303
104.9743652,32.51082,53.78176,100.91414
107.6660156,77.581406,103.4193,230.7405
110.3576660,78.11213,60.88993,100.3797
113.0493164,34.886356,79.97124,192.25536
115.7409668,66.50159,143.65341,216.32701
118.4326172,79.084465,139.86595,261.57114
121.1242676,111.826775,130.50148,243.18877
123.8159180,96.61225,243.6814,608.61554
126.5075684,28.560009,190.72542,346.74567
129.1992188,66.96711,144.81194,219.26839
131.8908691,75.785095,98.647934,121.72678
134.5825195,9.284772,100.097466,163.95587
137.2741699,140.2896,156.40135,241.1272
139.9658203,177.9696,180.72292,227.01201
142.6574707,130.27278,148.52975,224.75244
145.3491211,70.79721,166.01799,273.8829
148.0407715,96.12665,172.76599,306.50928
150.7324219,53.737362,110.93933,184.58598
153.4240723,59.647755,165.26494,277.50055
156.1157227,407.8298,505.65515,709.5553
158.8073730,956.88855,450.437,956.88855
161.4990234,316.38773,144.45613,316.38773
164.1906738,248.91953,434.41382,1051.4052
166.8823242,197.00105,265.26395,369.20517
169.5739746,159.45099,240.09698,315.58798
172.2656250,115.683655,253.16731,420.2769
174.9572754,88.42846,189.10162,282.06827
177.6489258,246.85516,306.36743,472.80914
180.3405762,267.79416,280.51328,406.01196
183.0322266,153.31766,226.50461,433.52518
185.7238770,278.9947,238.63579,278.9947
188.4155273,147.50699,116.43491,203.34396
191.1071777,155.42825,117.11237,203.27454
193.7988281,492.64078,347.79007,492.64078
196.4904785,1103.0996,561.3069,1103.0996
199.1821289,290.46484,351.55624,480.21057
201.8737793,413.19394,382.0151,653.82996
204.5654297,636.3072,479.7974,809.55194
207.2570801,172.66312,381.86047,745.7771
209.9487305,330.3017,271.7602,365.3427
212.6403809,90.72076,230.76067,338.32578
215.3320312,126.36801,341.35428,640.4313
218.0236816,35.437424,241.06035,481.96347
220.7153320,115.823616,247.53517,466.1782
223.4069824,158.62225,165.75638,206.60562
226.0986328,106.61049,197.18991,391.20282
