Spectrum Analyzer Data File
2015-04-14 18:18:33

Frequency (Hz), Amplitude,Average Amplitude,Max Amplitude
0.0000000,0.0,0.0,0.0
2.6916504,5.371241E-5,6.936377E-5,1.5056935E-4
5.3833008,8.0895814E-4,0.00105123,0.0022856263
8.0749512,0.0038345242,0.0049533816,0.010752097
10.7666016,0.010826439,0.014178795,0.030710379
13.4582520,0.023549782,0.03085966,0.06669606
16.1499023,0.042965006,0.056986157,0.12352153
18.8415527,0.06935965,0.0928747,0.20004945
21.5332031,0.10508499,0.13996105,0.29962143
24.2248535,0.14833222,0.19799158,0.4242179
26.9165039,0.19295692,0.26875055,0.57039356
29.6081543,0.25999087,0.35116124,0.7409001
32.2998047,0.3132965,0.43980074,0.9308505
34.9914551,0.3600388,0.5375358,1.1529963
37.6831055,0.44574183,0.62916553,1.331702
40.3747559,0.52834296,0.80342174,1.6295698
43.0664062,0.6154933,0.920642,1.9098643
45.7580566,0.69683546,1.0760292,2.204294
48.4497070,0.80524844,1.2498682,2.5491815
51.1413574,0.95787275,1.4502136,2.927971
53.8330078,1.0437093,1.7073606,3.284516
56.5246582,1.5041906,2.3586037,4.137879
59.2163086,1.2064303,2.2597077,3.4135585
61.9079590,2.2569969,3.556077,5.60595
64.5996094,4.569916,4.164368,4.688555
67.2912598,8.902554,6.5129538,8.902554
69.9829102,11.115641,7.716477,11.115641
72.6745605,30.13655,12.859942,30.13655
75.3662109,11.700388,17.364107,28.154228
78.0578613,14.868879,15.501365,29.129942
80.7495117,38.024765,30.743196,52.07047
83.4411621,11.89082,23.634106,51.425987
86.1328125,20.756012,25.1972,42.127544
88.8244629,32.060085,20.837023,32.060085
91.5161133,131.45273,48.190353,131.45273
94.2077637,65.298454,30.952766,65.298454
96.8994141,27.82323,34.08295,43.27927
99.5910645,24.824486,24.195015,47.50537
102.2827148,41.929882,31.600704,41.929882
104.9743652,61.514427,48.294262,69.235146
107.6660156,29.986568,44.346897,54.07901
110.3576660,55.737793,66.19899,115.97392
113.0493164,30.341553,56.435215,92.8889
115.7409668,31.732916,64.37856,115.57888
118.4326172,39.15551,75.58276,205.39026
121.1242676,103.39262,168.91736,364.2268
123.8159180,81.429794,138.8638,308.44217
126.5075684,54.525345,69.28448,82.47545
129.1992188,27.084875,119.27143,216.62764
131.8908691,68.28976,50.741966,68.28976
134.5825195,45.36652,94.35125,150.32652
137.2741699,199.70224,127.282394,199.70224
139.9658203,169.1568,130.24487,169.1568
142.6574707,209.38535,121.38783,209.38535
