Spectrum Analyzer Data File				
2015/4/14 18:25				
				
Frequency (Hz)	Average Amplitude	Max Amplitude		
0	0	0		
2.6916504	1.05E-04	1.75E-04		
5.3833008	0.001593863	0.002668217		
8.0749512	0.007503917	0.012507692		
10.7666016	0.021446023	0.035705235		
13.458252	0.04688773	0.07816386		
16.1499023	0.08609447	0.14348696		
18.8415527	0.14082439	0.23384283		
21.5332031	0.21045713	0.35001576		
24.2248535	0.29714897	0.49443856		
26.9165039	0.39676815	0.6692167		
29.6081543	0.53817797	0.88630736		
32.2998047	0.6898398	1.1165158		
34.9914551	0.8270452	1.3605654		
37.6831055	0.90779114	1.4403924		
40.3747559	1.1504192	1.8355222		
43.0664062	1.3656996	2.1913216		
45.7580566	1.5817257	2.532364		
48.449707	1.8368666	2.9230835		
51.1413574	2.181457	3.3634725		
53.8330078	2.7002585	4.0670977		
56.5246582	4.223354	4.7708178		
59.2163086	4.8526025	5.947543		
61.907959	4.184357	5.27736		
64.5996094	7.1363225	12.6287		
67.2912598	7.2229605	14.187641		
69.9829102	13.797269	16.766651		
72.6745605	9.79618	12.351712		
75.3662109	26.118927	46.812088		
78.0578613	14.762354	28.91209		
80.7495117	26.084154	44.882145		
83.4411621	28.171442	38.971855		
86.1328125	32.35947	57.958088		
88.8244629	73.84241	101.05765		
91.5161133	91.437584	138.77928		
94.2077637	58.626514	106.48276		
96.8994141	36.942215	67.36004		
99.5910645	50.425823	114.314514		
102.2827148	44.787777	64.24868		
104.9743652	33.68861	50.49134		
107.6660156	46.86051	73.72856		
110.357666	37.058105	82.4256		
113.0493164	96.86363	195.04875		
115.7409668	189.7768	430.59708		
118.4326172	97.429306	146.63916		
121.1242676	161.72649	319.08078		
123.815918	113.12632	198.56091		
126.5075684	94.01179	124.72234		
129.1992188	87.078674	103.67838		
131.8908691	199.15755	237.97206		
134.5825195	213.64839	306.20096		
137.2741699	193.67139	274.78555		
139.9658203	134.2512	207.47177		
142.6574707	155.40973	197.69856		
145.3491211	214.96448	301.71002		
148.0407715	72.71841	120.19261		
150.7324219	197.85645	229.0679		
153.4240723	264.75726	544.9563		
156.1157227	211.60701	339.89206		
158.807373	202.4806	275.94537		
161.4990234	171.4531	401.7872		
164.1906738	173.97903	399.5517		
166.8823242	192.37639	397.75266		
169.5739746	358.71103	791.108		
172.265625	288.6069	311.24426		
174.9572754	327.19617	487.1203		
177.6489258	287.00845	390.7493		
180.3405762	259.23303	466.3515		
183.0322266	262.91202	377.01468		
185.723877	256.6274	356.16348		
188.4155273	295.55023	498.7554		
191.1071777	130.25272	221.235		
193.7988281	154.8366	229.41023		
196.4904785	155.40305	248.65051		
199.1821289	248.11063	314.5393		
201.8737793	354.92148	498.4367		
204.5654297	261.63718	344.66718		
207.2570801	319.42285	539.95935		
209.9487305	287.53046	610.72455		
212.6403809	418.83252	574.73865		
215.3320312	314.1012	508.88583		
218.0236816	321.52795	541.2725		
220.715332	219.93271	310.836		
223.4069824	383.35226	554.93866		
226.0986328	307.5283	548.8578		
228.7902832	304.87967	521.6183		
231.4819336	179.54568	267.65732		
234.173584	246.81961	529.0937		
236.8652344	386.51596	587.21265		
239.5568848	318.28177	390.79456		
242.2485352	419.21646	752.9497		
244.9401855	448.28558	566.6589		
247.6318359	447.0357	741.46344		
250.3234863	345.02432	819.16296		
253.0151367	244.72687	289.53275		
255.7067871	294.43018	541.9185		
258.3984375	411.83115	997.25555		
261.0900879	698.32416	1276.135		
263.7817383	234.60931	496.04102		
266.4733887	331.05127	461.59653		
269.1650391	301.86206	362.33392		
271.8566895	918.90454	2328.2244		
274.5483398	291.98117	377.03647		
277.2399902	227.32549	404.10132		
279.9316406	311.95325	549.4623		
282.623291	675.24316	885.45886		
285.3149414	911.76733	1348.8215		
288.0065918	697.054	1046.787		
290.6982422	820.3947	1325.1747		
293.3898926	518.58234	1117.3878		
296.081543	712.1253	1195.5056		
298.7731934	574.07825	1144.3109		
301.4648438	1314.9235	2561.4402		
304.1564941	1070.4009	1510.4838		
306.8481445	791.36926	1262.7415		
309.5397949	638.8768	656.8701		
312.2314453	634.3977	675.601		
314.9230957	804.0089	970.64124		
317.6147461	623.4658	853.3501		
320.3063965	822.05286	1047.4818		
322.9980469	646.50116	769.5444		
325.6896973	657.839	1596.8815		
328.3813477	714.4764	966.22156		
331.072998	1585.8289	3053.5056		
333.7646484	918.1855	2341.4736		
336.4562988	694.4354	1371.0992		
339.1479492	1092.0012	1674.8611		
341.8395996	834.1432	1187.9047		
344.53125	491.3486	595.9701		
347.2229004	604.4263	752.6954		
349.9145508	591.5494	890.5027		
352.6062012	627.95667	708.5538		
355.2978516	789.652	1053.4592		
357.989502	678.25476	1232.1372		
360.6811523	1072.6392	2510.4075		
363.3728027	1292.1091	2287.5054		
366.0644531	709.4098	985.0639		
368.7561035	713.40344	1249.034		
371.4477539	723.6711	1456.4482		
374.1394043	770.9028	953.93665		
376.8310547	904.7058	1614.9454		
379.5227051	1023.8584	1565.3804		
382.2143555	897.04645	1186.3624		
384.9060059	527.42163	786.9434		
387.5976562	543.9208	597.2639		
390.2893066	506.69214	737.57654		
392.980957	1307.0571	2891.5686		
395.6726074	532.47815	630.5625		
398.3642578	529.9205	678.1495		
401.0559082	435.9632	637.66144		
403.7475586	365.471	616.00183		
406.439209	717.8369	811.61346		
409.1308594	476.1544	826.572		
411.8225098	481.08264	669.51086		
414.5141602	705.1621	1305.3141		
417.2058105	431.5354	726.788		
419.8974609	767.7427	946.83105		
422.5891113	1636.245	4407.751		
425.2807617	1195.1492	1775.7953		
427.9724121	619.90875	899.18567		
