Spectrum Analyzer Data File
2015-04-14 18:18:53

Frequency (Hz), Amplitude,Average Amplitude,Max Amplitude
0.0000000,0.0,0.0,0.0
2.6916504,7.0940616E-5,9.6238095E-5,1.6125698E-4
5.3833008,0.0010865655,0.0015386982,0.0026711607
8.0749512,0.005030445,0.007490029,0.013402954
10.7666016,0.014491691,0.01901704,0.030924356
13.4582520,0.031785607,0.041891526,0.06844326
16.1499023,0.057499275,0.08097352,0.13819447
18.8415527,0.09232168,0.13897854,0.24743316
21.5332031,0.13982312,0.22617826,0.42465758
24.2248535,0.19479601,0.27769962,0.47344363
26.9165039,0.26100618,0.38446528,0.6701063
29.6081543,0.34260964,0.553813,1.0249782
32.2998047,0.43775237,0.67283136,1.249184
34.9914551,0.48220074,0.7309463,1.2458411
37.6831055,0.66332895,0.812965,1.401879
40.3747559,0.73530746,1.1320442,1.8534855
43.0664062,0.875438,1.2636034,2.07167
45.7580566,0.98827904,1.6520823,2.9696803
48.4497070,1.1318003,1.7753682,3.0322762
51.1413574,1.3499883,1.7392018,2.4603574
53.8330078,1.4731909,2.075424,3.1535716
56.5246582,1.4646809,3.1938586,6.494261
59.2163086,1.8698409,3.9312568,7.740427
61.9079590,2.6338909,3.209076,5.454353
64.5996094,6.2308598,6.486836,7.717937
67.2912598,22.79301,11.741295,22.79301
69.9829102,21.2427,12.324542,21.2427
72.6745605,9.479538,6.922851,9.479538
75.3662109,13.106185,11.831854,19.851028
78.0578613,21.442574,16.12853,21.442574
80.7495117,6.443112,19.14692,28.16139
83.4411621,4.202664,19.745138,31.956234
86.1328125,17.775356,11.382422,17.775356
88.8244629,4.021656,9.576826,15.223519
91.5161133,23.521484,43.98805,76.31226
94.2077637,42.398277,25.81873,42.398277
96.8994141,26.41569,14.758263,26.41569
99.5910645,49.994747,83.56232,140.13448
102.2827148,88.324455,139.57591,306.8732
104.9743652,23.749083,84.86274,189.93817
107.6660156,107.846664,168.23196,361.31955
110.3576660,179.18599,97.16516,179.18599
113.0493164,176.8106,115.98282,176.8106
115.7409668,25.923294,86.62143,156.21275
118.4326172,69.08328,123.82268,191.09546
121.1242676,51.51386,144.85406,195.13397
123.8159180,59.80341,126.18212,174.04845
126.5075684,66.63567,64.68125,97.00056
129.1992188,81.55906,64.0965,81.55906
131.8908691,229.32068,216.29901,229.32068
134.5825195,336.91232,162.76396,336.91232
137.2741699,281.88464,144.10422,281.88464
139.9658203,205.12495,139.38235,205.12495
142.6574707,166.88776,150.39436,218.2145
145.3491211,136.16298,127.686104,191.83983
148.0407715,93.116,182.32036,391.62616
150.7324219,150.76938,255.66876,525.9398
153.4240723,201.7309,241.28685,355.0095
156.1157227,161.0441,277.66135,634.6063
158.8073730,84.74095,93.53471,143.34532
161.4990234,308.37677,799.0835,1640.8884
164.1906738,694.62976,668.69403,1055.2117
166.8823242,2662.4075,1035.5709,2662.4075
169.5739746,1344.5826,635.8497,1344.5826
172.2656250,214.10408,188.96109,239.35098
174.9572754,218.38264,338.59613,480.1052
177.6489258,88.7105,178.31163,417.4435
180.3405762,366.2965,350.1882,458.0408
183.0322266,138.43279,173.88458,225.30136
185.7238770,491.53836,246.00226,491.53836
188.4155273,140.24583,173.92291,243.67604
191.1071777,116.55313,170.48044,276.60934
193.7988281,197.12341,225.94151,385.671
196.4904785,256.9528,330.9852,387.414
199.1821289,376.9644,441.91858,743.8624
201.8737793,634.177,625.84155,1151.8884
204.5654297,668.6623,509.03583,785.1565
207.2570801,481.07767,538.3714,854.9286
209.9487305,238.1845,322.6941,424.10678
212.6403809,237.00412,185.46861,237.00412
215.3320312,597.83563,384.65628,597.83563
218.0236816,503.32245,476.41763,777.0531
220.7153320,190.2163,240.42657,397.09543
223.4069824,130.65009,128.61378,152.37888
226.0986328,557.52466,465.9739,662.6323
228.7902832,242.72958,210.17815,290.0077
231.4819336,409.51373,482.5322,887.8639
234.1735840,803.24664,473.1523,803.24664
236.8652344,71.01775,181.98387,303.34195
239.5568848,114.82817,199.26364,346.8464
242.2485352,326.20944,405.22653,573.74084
244.9401855,162.61563,262.9949,355.46527
247.6318359,102.25247,305.74036,551.5526
250.3234863,365.3026,561.0903,926.99194
253.0151367,166.87895,560.9738,1373.5946
255.7067871,267.14624,574.9807,1032.559
258.3984375,283.11758,317.51776,519.10876
261.0900879,397.81302,282.48026,397.81302
263.7817383,330.31323,657.17664,945.0726
