2015/4/14 18:24				
				
Frequency (Hz)	Average Amplitude	Max Amplitude		
481.8054199	218.4447	331.43008		
484.4970703	267.80405	573.1865		
487.1887207	235.32437	336.8981		
489.8803711	331.51962	415.9094		
492.5720215	309.00208	430.80048		
495.2636719	571.88544	748.5588		
497.9553223	465.19522	786.6994		
500.6469727	362.5424	671.6589		
503.338623	388.01227	478.01685		
506.0302734	471.5999	964.5838		
508.7219238	335.71466	655.603		
511.4135742	469.19626	601.4707		
514.1052246	566.9942	752.3303		
516.796875	416.5731	736.2207		
519.4885254	569.0621	1014.6476		
522.1801758	407.6652	769.9248		
524.8718262	542.52875	855.172		
527.5634766	431.19476	894.8256		
530.255127	604.1767	870.31305		
532.9467773	435.20047	661.1943		
535.6384277	289.73233	425.67572		
538.3300781	441.3433	559.50024		
541.0217285	302.22058	425.7986		
543.7133789	401.67245	533.1799		
546.4050293	195.30273	246.4548		
549.0966797	278.11368	539.8974		
551.7883301	296.74783	458.57022		
554.4799805	153.85156	197.27434		
557.1716309	209.19324	273.18823		
559.8632812	335.83395	529.9947		
562.5549316	299.443	360.41232		
565.246582	125.03088	227.72946		
567.9382324	274.05933	367.36353		
570.6298828	353.0517	505.07034		
573.3215332	320.81223	361.19705		
576.0131836	194.0657	258.79614		
578.704834	209.12758	332.7623		
581.3964844	404.2846	565.3863		
584.0881348	163.4826	202.9788		
586.7797852	215.01271	276.9132		
589.4714355	286.35474	389.6271		
592.1630859	297.87128	402.4599		
594.8547363	309.18814	434.5418		
597.5463867	150.51422	184.23334		
600.2380371	109.64713	202.09503		
602.9296875	250.1369	459.20697		
605.6213379	242.84845	382.68988		
608.3129883	347.89532	398.35016		
611.0046387	295.24292	412.40942		
613.6962891	317.15982	497.75363		
616.3879395	346.19296	499.02515		
619.0795898	456.54657	638.19763		
621.7712402	290.74692	460.3105		
624.4628906	212.38826	231.09703		
627.154541	393.78613	571.98645		
629.8461914	210.4948	339.92776		
632.5378418	292.1677	411.1339		
635.2294922	250.01591	367.98102		
637.9211426	358.20938	619.3023		
640.612793	173.36455	362.13895		
643.3044434	253.70747	324.68588		
645.9960938	324.54663	560.6148		
648.6877441	289.0777	524.3547		
651.3793945	273.29996	306.25586		
654.0710449	297.85648	417.1512		
656.7626953	348.05753	455.22388		
659.4543457	225.10522	443.28735		
662.1459961	124.84553	162.01381		
664.8376465	245.5177	385.61487		
667.5292969	208.56412	226.49416		
670.2209473	219.24525	239.01309		
672.9125977	208.89075	276.71716		
675.604248	296.64163	336.1165		
678.2958984	239.67902	327.0034		
680.9875488	146.66689	216.79149		
683.6791992	405.1228	590.01025		
686.3708496	220.88838	343.09778		
689.0625	310.52576	431.89325		
691.7541504	275.0675	565.2349		
694.4458008	344.17227	405.00296		
697.1374512	227.38438	282.90317		
699.8291016	103.73263	169.79218		
702.520752	272.19516	452.29068		
705.2124023	320.08783	476.1047		
707.9040527	212.41435	284.19217		
710.5957031	338.63757	430.1454		
713.2873535	254.81174	341.6078		
715.9790039	206.09691	217.76036		
718.6706543	318.39072	461.15155		
721.3623047	120.739136	214.68501		
724.0539551	379.68796	642.4924		
726.7456055	263.1189	471.43307		
729.4372559	361.2882	741.22296		
732.1289062	283.11246	416.31873		
734.8205566	340.08627	388.80243		
737.512207	243.0102	300.42004		
740.2038574	247.13081	312.84573		
742.8955078	282.38	381.04758		
745.5871582	142.65195	295.80154		
748.2788086	333.67468	442.51318		
750.970459	280.66302	364.39783		
753.6621094	316.76227	600.26807		
756.3537598	225.27531	375.1452		
759.0454102	498.34265	626.3486		
761.7370605	416.06006	559.8462		
764.4287109	578.12415	706.3277		
767.1203613	449.05057	495.95984		
769.8120117	345.639	444.06857		
772.5036621	244.24483	313.47723		
775.1953125	394.1356	627.89185		
777.8869629	299.3265	647.32916		
780.5786133	180.44609	298.3427		
783.2702637	406.13904	605.348		
785.9619141	206.19989	297.75604		
788.6535645	359.32483	621.10767		
791.3452148	440.16208	701.2965		
794.0368652	464.40384	792.38306		
796.7285156	301.543	464.7799		
799.420166	157.76085	203.6676		
802.1118164	288.87445	368.19693		
804.8034668	240.58047	399.18335		
807.4951172	639.99713	866.78485		
810.1867676	332.04178	396.24		
812.878418	170.9589	252.62367		
815.5700684	213.47899	326.63455		
818.2617188	261.75125	479.33078		
820.9533691	374.31308	790.1198		
823.6450195	283.51733	486.66953		
826.3366699	338.52396	603.2043		
829.0283203	561.7518	875.9681		
831.7199707	328.38553	503.1412		
834.4116211	543.52325	798.1494		
837.1032715	193.39963	364.1985		
839.7949219	218.3574	332.2173		
842.4865723	536.151	762.83905		
845.1782227	451.05878	609.70215		
847.869873	352.72693	699.7592		
850.5615234	310.1142	387.4727		
853.2531738	169.49457	326.5184		
855.9448242	330.14313	527.551		
858.6364746	257.8973	335.55615		
861.328125	321.32837	633.0817		
864.0197754	374.42953	458.66727		
866.7114258	478.8654	912.862		
869.4030762	223.88763	317.25235		
872.0947266	295.50333	338.97012		
874.786377	310.32965	417.55075		
877.4780273	301.79727	342.28662		
880.1696777	309.44434	461.33536		
882.8613281	329.1944	609.5935		
885.5529785	343.88287	449.75763		
888.2446289	305.26163	386.63763		
890.9362793	431.44543	586.7566		
893.6279297	288.3441	415.3403		
896.3195801	438.2218	672.001		
899.0112305	212.77766	437.40292		
901.7028809	281.64758	401.20624		
904.3945312	377.1899	565.95703		
907.0861816	638.0154	889.39856		
909.777832	345.97958	474.61325		
912.4694824	410.0129	500.01666		
915.1611328	531.3919	641.1993		
917.8527832	279.4035	379.8487		
920.5444336	403.21066	607.03204		
923.236084	383.15262	750.1791		
925.9277344	359.10297	771.02496		
928.6193848	388.76163	417.84692		
931.3110352	361.09357	785.71185		
934.0026855	303.44067	536.67975		
936.6943359	324.62885	525.6615		
939.3859863	357.29474	633.7026		
942.0776367	375.05252	564.2576		
944.7692871	606.22003	758.98883		
947.4609375	408.37045	627.58514		
950.1525879	341.75894	456.3648		
952.8442383	320.35812	388.70233		
955.5358887	262.01132	324.29315		
958.2275391	248.99864	481.33517		
960.9191895	276.0865	477.7929		
963.6108398	267.63315	421.08658		
966.3024902	421.3787	591.74097		
968.9941406	357.64484	401.71298		
971.685791	494.47736	868.52014		
974.3774414	413.6703	767.0086		
977.0690918	209.29417	317.01215		
979.7607422	437.7558	698.8936		
982.4523926	341.25455	539.8044		
985.144043	434.27557	732.3806		
987.8356934	429.57007	593.4644		
990.5273438	270.63153	377.4462		
993.2189941	559.86176	673.1847		
995.9106445	265.1777	405.70618		
998.6022949	353.12766	519.7565		
1001.293945	451.56503	583.171		
1003.985596	407.51532	626.55206		
1006.677246	401.83585	436.47775		
1009.368897	197.97006	253.38557		
1012.060547	438.3535	558.321		
1014.752197	211.23425	271.07785		
1017.443848	330.05682	352.0216		
1020.135498	270.56683	371.6103		
1022.827148	280.69165	499.4272		
1025.518799	289.98798	310.86942		
1028.210449	334.89978	426.3252		
1030.9021	262.55847	330.88684		
1033.59375	259.58466	361.7593		
1036.2854	283.15277	393.25974		
1038.977051	403.25876	708.1608		
1041.668701	190.93597	320.5141		
1044.360352	363.39557	503.95816		
1047.052002	268.2128	274.4144		
1049.743652	157.19191	206.74982		
1052.435303	131.19206	181.71399		
1055.126953	416.70245	631.29236		
1057.818604	257.89264	354.89505		
1060.510254	272.0341	284.5621		
1063.201904	257.26108	348.2736		
1065.893555	377.9303	443.96432		
1068.585205	213.96143	302.3882		
1071.276856	138.2595	219.0258		
1073.968506	411.66898	465.2469		
1076.660156	354.6521	537.3688		
1079.351807	345.11478	406.5894		
1082.043457	148.14867	229.68604		
1084.735107	201.51979	233.41994		
1087.426758	447.86722	515.74274		
1090.118408	195.44504	256.57687		
1092.810059	225.88216	272.57803		
1095.501709	268.907	358.27054		
1098.193359	330.91156	352.0813		
1100.88501	299.28006	415.3957		
1103.57666	254.82185	348.7047		
1106.268311	413.1696	591.9731		
1108.959961	368.17487	563.6416		
1111.651611	239.77113	400.95755		
1114.343262	308.08002	540.675		
1117.034912	243.70764	278.56433		
1119.726563	254.81808	333.89865		
1122.418213	119.12235	185.45102		
1125.109863	228.96573	353.22186		
1127.801514	163.5725	233.41008		
1130.493164	166.30449	418.6524		
1133.184815	314.18713	392.55008		
1135.876465	150.37483	251.53291		
1138.568115	288.35803	344.40784		
1141.259766	219.2532	240.18825		
1143.951416	221.93279	378.5955		
1146.643066	301.2092	429.12372		
1149.334717	185.01518	298.39056		
1152.026367	173.54977	318.41867		
1154.718018	277.67294	326.02826		
1157.409668	266.05984	364.60464		
1160.101318	185.7706	330.70758		
1162.792969	186.03764	309.86288		
1165.484619	190.11903	332.9839		
1168.17627	295.76852	312.06454		
1170.86792	292.08722	384.97913		
1173.55957	258.65118	353.2589		
1176.251221	272.33478	401.84872		
1178.942871	337.3675	406.99777		
1181.634522	225.2635	270.71988		
1184.326172	318.23386	477.76605		
1187.017822	193.38315	442.80344		
1189.709473	173.88057	298.24692		
1192.401123	118.71566	272.31818		
1195.092773	176.20242	256.97946		
1197.784424	405.361	519.6041		
1200.476074	391.90616	608.651		
1203.167725	311.59595	426.67975		
1205.859375	280.9688	391.5662		
1208.551025	269.8057	338.8822		
1211.242676	292.17072	351.88516		
1213.934326	258.89777	363.47623		
1216.625977	248.43086	377.34973		
1219.317627	359.36905	444.02		
1222.009277	253.4172	283.02615		
1224.700928	139.70457	191.22919		
1227.392578	270.6706	637.6989		
1230.084229	290.6884	573.717		
1232.775879	162.02321	303.1602		
1235.467529	304.97772	472.0542		
1238.15918	140.04395	268.50424		
1240.85083	273.24707	389.87766		
1243.542481	370.668	492.18292		
1246.234131	303.8287	509.19632		
1248.925781	308.18265	331.24448		
1251.617432	126.44314	201.26086		
1254.309082	324.16965	365.99728		
1257.000732	234.32285	375.25674		
1259.692383	170.22935	290.33292		
1262.384033	153.7852	224.87354		
1265.075684	277.81665	413.51907		
1267.767334	328.86285	509.8611		
1270.458984	308.25497	330.93466		
1273.150635	200.99489	355.2538		
1275.842285	253.8636	526.7911		
1278.533936	332.27835	460.30496		
1281.225586	201.73514	390.41162		
1283.917236	244.06972	292.91226		
1286.608887	269.00977	669.3536		
1289.300537	345.1854	766.0265		
1291.992188	387.8925	703.29803		
1294.683838	282.21472	518.3247		
1297.375488	176.37701	349.5232		
1300.067139	331.91556	732.52344		
1302.758789	301.34613	413.43048		
1305.45044	138.30954	278.30228		
1308.14209	407.88297	600.56256		
1310.83374	349.4994	451.00848		
1313.525391	174.99597	295.07938		
1316.217041	115.40407	142.2502		
1318.908691	94.23654	139.29466		
1321.600342	201.94951	278.58142		
1324.291992	281.81396	410.00958		
1326.983643	218.01733	283.3282		
1329.675293	190.96649	263.32568		
1332.366943	243.03961	306.32745		
1335.058594	275.73642	363.88565		
1337.750244	215.61914	377.68335		
1340.441895	286.98694	403.30078		
1343.133545	276.40277	292.58807		
1345.825195	171.68173	346.78638		
1348.516846	159.80936	299.37018		
1351.208496	253.2035	371.8677		
1353.900147	187.47928	308.12808		
1356.591797	276.12653	318.46597		
1359.283447	262.33905	330.6258		
1361.975098	174.94089	281.98798		
1364.666748	272.27917	460.7625		
1367.358398	247.65817	321.91898		
1370.050049	205.83563	290.34595		
1372.741699	182.82458	190.8361		
1375.43335	171.12424	209.4336		
1378.125	269.82828	347.83258		
1380.81665	196.49522	210.0957		
1383.508301	281.90268	525.2179		
1386.199951	219.58742	398.47638		
1388.891602	170.3975	198.58536		
1391.583252	139.17421	172.22345		
1394.274902	123.295006	204.46394		
1396.966553	317.0627	468.23865		
1399.658203	147.76099	240.57529		
1402.349854	194.65497	264.1974		
1405.041504	157.95801	204.88953		
1407.733154	105.477516	167.87723		
1410.424805	231.8418	328.6202		
1413.116455	200.59456	252.67657		
1415.808106	254.45421	330.43137		
1418.499756	179.60529	288.90323		
1421.191406	264.0399	305.1105		
1423.883057	272.00287	299.375		
1426.574707	239.03928	303.86798		
1429.266357	224.30092	492.04565		
1431.958008	124.44826	306.41425		
1434.649658	188.10841	277.50757		
1437.341309	304.19177	568.32574		
1440.032959	212.04286	312.19284		
1442.724609	210.32384	330.49744		
1445.41626	281.98996	362.36426		
1448.10791	232.48325	332.12866		
1450.799561	156.1286	214.91977		
1453.491211	229.38992	347.0246		
1456.182861	133.93143	275.76892		
1458.874512	65.85938	108.632225		
1461.566162	146.4295	237.83963		
1464.257813	264.74017	468.1788		
1466.949463	242.45222	349.3815		
1469.641113	218.41241	276.34952		
1472.332764	207.484	397.94666		
1475.024414	280.47995	440.26804		
1477.716065	151.7527	219.73586		
1480.407715	102.91469	126.01786		
1483.099365	183.14273	281.20187		
1485.791016	181.89867	324.44174		
1488.482666	220.13933	261.01788		
1491.174316	254.84923	504.18536		
1493.865967	172.69054	182.51196		
1496.557617	164.20592	184.1766		
1499.249268	347.2663	420.23334		
1501.940918	162.70404	224.28728		
1504.632568	286.58987	571.2171		
1507.324219	206.47385	472.24362		
1510.015869	286.8478	401.68256		
1512.70752	163.20526	388.89578		
1515.39917	175.58028	222.89345		
1518.09082	309.56937	386.77213		
1520.782471	275.0121	327.84747		
1523.474121	188.17773	298.1282		
1526.165772	315.78802	454.03558		
1528.857422	194.95924	250.10326		
1531.549072	259.69492	409.91696		
1534.240723	213.89622	271.0198		
1536.932373	116.860344	158.17612		
1539.624023	160.61996	193.12451		
1542.315674	258.89264	353.6849		
1545.007324	316.5933	459.23663		
1547.698975	233.27994	356.06277		
1550.390625	203.1105	280.9438		
1553.082275	223.99304	437.09912		
1555.773926	167.7321	231.2631		
1558.465576	200.75887	261.20822		
1561.157227	264.27902	461.94275		
1563.848877	198.70706	290.44034		
1566.540527	307.95386	470.7387		
1569.232178	130.30112	199.46675		
1571.923828	69.2996	148.68132		
1574.615479	266.50024	480.13318		
1577.307129	289.64993	388.5258		
1579.998779	184.28987	424.8504		
1582.69043	130.92128	215.89365		
1585.38208	178.9848	220.5441		
1588.073731	320.5954	560.2139		
1590.765381	223.95296	289.466		
1593.457031	146.71146	217.45987		
1596.148682	231.43504	289.0409		
1598.840332	160.2386	245.07936		
1601.531982	413.43427	478.13303		
1604.223633	272.28488	295.40768		
1606.915283	213.96231	295.0119		
1609.606934	322.46448	429.02094		
1612.298584	259.37238	411.14084		
1614.990234	172.3917	224.79332		
1617.681885	210.9039	227.28223		
1620.373535	219.2423	355.9882		
1623.065186	320.20038	440.73145		
1625.756836	394.1227	576.7226		
1628.448486	428.409	703.13556		
1631.140137	277.80286	488.45563		
1633.831787	302.42258	448.86633		
1636.523438	460.10703	1138.7036		
1639.215088	437.46765	1033.3109		
1641.906738	445.93008	852.3997		
1644.598389	638.92957	1207.8341		
1647.290039	355.10132	414.36124		
1649.98169	342.60107	456.79553		
1652.67334	402.182	624.6952		
1655.36499	337.74466	584.4534		
1658.056641	480.73264	645.82825		
1660.748291	297.18808	374.0494		
1663.439941	246.21164	435.4523		
1666.131592	258.8889	363.34473		
1668.823242	303.9987	479.18356		
1671.514893	217.8667	330.96075		
1674.206543	496.0242	808.8092		
1676.898193	675.69354	1229.3866		
1679.589844	383.2047	614.0046		
1682.281494	298.09848	513.00305		
1684.973145	294.682	484.46033		
1687.664795	381.6538	744.47754		
1690.356445	221.39732	339.74612		
1693.048096	212.96402	546.086		
1695.739746	424.2077	619.8833		
1698.431397	274.50623	668.1629		
1701.123047	258.12592	368.32367		
1703.814697	339.76837	525.112		
1706.506348	125.38414	184.55603		
1709.197998	325.9405	459.76852		
1711.889648	435.82608	1024.4941		
1714.581299	568.53296	1425.1638		
1717.272949	478.4559	1150.0931		
1719.9646	580.081	1378.2942		
1722.65625	587.5866	1152.6918		
1725.3479	411.0867	752.23285		
1728.039551	405.85233	594.4736		
1730.731201	365.2875	600.63696		
1733.422852	352.09213	727.94385		
1736.114502	291.83383	626.6701		
1738.806152	193.11707	252.27325		
1741.497803	449.2917	570.69055		
1744.189453	299.61908	552.1608		
1746.881104	246.66002	478.46094		
1749.572754	320.1082	379.11624		
1752.264404	297.90082	404.41995		
1754.956055	259.21375	481.468		
1757.647705	195.15926	264.51105		
1760.339356	199.38315	260.76328		
1763.031006	156.06972	268.34198		
1765.722656	101.91083	170.50351		
1768.414307	268.2859	572.0533		
1771.105957	117.96185	159.0486		
1773.797607	181.40315	266.47794		
1776.489258	151.65028	262.38434		
1779.180908	286.33334	349.39453		
1781.872559	170.1473	233.36682		
1784.564209	112.591034	179.74036		
1787.255859	190.64973	288.46475		
1789.94751	208.70233	297.12177		
1792.63916	200.6788	309.46286		
1795.330811	214.5474	399.06436		
1798.022461	91.606255	147.7562		
1800.714111	77.53287	138.23149		
1803.405762	311.3583	537.4565		
1806.097412	217.92291	348.58142		
1808.789063	223.95052	351.1361		
1811.480713	105.91472	264.1473		
1814.172363	159.85916	194.31883		
1816.864014	108.037415	164.41943		
1819.555664	233.71065	273.59586		
1822.247315	252.22055	311.31406		
1824.938965	152.57935	275.79257		
1827.630615	156.21683	169.79799		
1830.322266	104.17336	135.1555		
1833.013916	220.3971	336.81644		
1835.705566	225.14774	527.4906		
1838.397217	97.69255	149.34514		
1841.088867	111.27382	141.49371		
1843.780518	215.68564	292.13647		
1846.472168	239.6703	454.4382		
1849.163818	205.15875	240.44586		
1851.855469	191.34477	341.74374		
1854.547119	80.01018	154.24138		
1857.23877	148.42421	218.38925		
1859.93042	200.9366	366.17886		
1862.62207	137.79863	188.45407		
1865.313721	183.18347	294.13824		
1868.005371	210.62157	376.8037		
1870.697022	244.1835	457.97522		
1873.388672	233.31218	320.04083		
1876.080322	247.4382	436.75848		
1878.771973	204.8517	324.34232		
1881.463623	106.327896	136.15237		
1884.155273	162.00186	200.87738		
1886.846924	108.64955	187.14491		
1889.538574	275.8984	620.45087		
1892.230225	107.20932	141.30775		
1894.921875	121.96629	156.83777		
1897.613525	193.12672	217.50574		
1900.305176	270.01324	527.6234		
1902.996826	220.4702	437.1454		
1905.688477	126.15123	204.863		
1908.380127	103.801674	125.72394		
1911.071777	296.74023	455.21326		
1913.763428	232.40318	419.0357		
1916.455078	172.34856	322.00906		
1919.146729	122.127754	218.54945		
1921.838379	123.43988	176.48483		
1924.530029	205.2381	403.94653		
1927.22168	196.08878	427.6141		
1929.91333	83.89762	155.13655		
1932.604981	110.8981	162.2724		
1935.296631	208.82095	391.09064		
1937.988281	59.117752	68.53483		
1940.679932	158.10493	197.46567		
1943.371582	117.530975	208.13808		
1946.063232	55.037792	92.0859		
1948.754883	210.60727	430.338		
1951.446533	155.25925	268.1184		
1954.138184	182.4498	233.0651		
1956.829834	153.43407	230.4908		
1959.521484	151.04326	358.51868		
1962.213135	315.13644	681.44904		
1964.904785	172.57378	350.2751		
1967.596436	188.32317	378.31982		
1970.288086	71.80403	102.436005		
1972.979736	170.99991	210.21083		
1975.671387	152.0127	285.83817		
1978.363037	79.52179	134.72264		
1981.054688	127.598495	168.83255		
1983.746338	200.6892	331.5396		
1986.437988	103.24017	159.86568		
1989.129639	163.98624	179.4759		
1991.821289	137.43858	186.80774		
1994.51294	109.70703	171.06082		
1997.20459	143.69574	230.7716		
1999.89624	192.95607	383.1714		
2002.587891	111.71603	173.4792		
2005.279541	82.018486	98.10453		
2007.971191	95.078384	126.33566		
2010.662842	197.49016	363.38638		
2013.354492	114.356895	170.4648		
2016.046143	106.83534	141.28265		
2018.737793	100.26221	143.28352		
2021.429443	124.20072	208.5745		
2024.121094	226.29759	418.65622		
2026.812744	122.639145	176.088		
2029.504395	146.66898	223.23434		
2032.196045	161.26627	280.26608		
2034.887695	54.162586	68.566696		
2037.579346	287.3231	614.2945		
2040.270996	65.58749	132.09363		
2042.962647	115.96921	233.77028		
2045.654297	96.77291	128.78009		
2048.345947	169.35681	244.89275		
2051.037598	132.0766	223.05832		
2053.729248	77.56091	139.13197		
2056.420898	154.57996	349.85574		
2059.112549	77.595985	142.68927		
2061.804199	129.52245	230.92186		
2064.49585	130.75125	183.45447		
2067.1875	172.14153	288.1937		
2069.87915	198.44408	301.28598		
2072.570801	178.1023	267.35553		
2075.262451	297.9787	523.59326		
2077.954102	65.94794	161.6886		
2080.645752	66.11437	76.36912		
2083.337402	78.37346	91.7626		
2086.029053	142.14153	204.11433		
2088.720703	160.88806	246.80858		
2091.412354	95.006645	181.95651		
2094.104004	149.75992	197.22337		
2096.795654	126.681076	179.75572		
2099.487305	153.52597	232.91763		
2102.178955	198.5515	347.94565		
2104.870606	45.681385	88.58471		
2107.562256	252.68605	421.81512		
2110.253906	233.95607	489.645		
2112.945557	248.38065	584.87897		
2115.637207	205.23328	435.27274		
2118.328857	183.35791	328.2195		
2121.020508	240.12871	455.75546		
2123.712158	257.6805	444.84808		
2126.403809	127.32213	218.10608		
2129.095459	207.84808	398.24417		
2131.787109	171.10216	272.38623		
2134.47876	203.56134	271.2888		
2137.17041	176.99396	293.8263		
2139.862061	284.9318	559.4216		
2142.553711	305.6396	557.4678		
2145.245361	144.89685	194.08351		
2147.937012	137.60196	159.39742		
2150.628662	210.34514	495.1705		
2153.320313	265.41974	624.40045		
2156.011963	294.8104	643.67786		
2158.703613	197.09593	325.89792		
2161.395264	212.57584	313.7246		
2164.086914	149.38133	254.44522		
2166.778565	146.76482	220.8168		
2169.470215	114.375946	148.17068		
2172.161865	118.867134	183.49759		
2174.853516	48.532906	72.73465		
2177.545166	150.17119	176.7689		
2180.236816	189.89458	297.71896		
2182.928467	119.0618	287.24463		
2185.620117	107.33128	278.82968		
2188.311768	76.497475	131.41634		
2191.003418	173.55641	235.82515		
2193.695068	200.29066	339.74713		
2196.386719	166.6425	249.0049		
2199.078369	188.06233	256.65317		
2201.77002	74.16676	139.07762		
2204.46167	164.62395	340.81995		
