Spectrum Analyzer Data File				
2015/4/14 18:23				
				
Frequency (Hz)	Average Amplitude	Max Amplitude		
142.6574707	270.18246	296.13562		
145.3491211	286.66086	431.03207		
148.0407715	292.37418	379.28436		
150.7324219	263.13794	362.8156		
153.4240723	187.46672	233.48538		
156.1157227	182.48749	260.7617		
158.807373	128.83632	172.01129		
161.4990234	220.79735	346.13727		
164.1906738	175.56885	232.85648		
166.8823242	243.82954	296.69098		
169.5739746	187.67125	297.3739		
172.265625	292.02875	439.15112		
174.9572754	214.6737	235.11855		
177.6489258	237.12213	328.93256		
180.3405762	183.25325	221.85071		
183.0322266	509.15552	818.4611		
185.723877	579.3428	723.2457		
188.4155273	128.05466	190.27383		
191.1071777	243.68857	356.4166		
193.7988281	247.46504	397.54193		
196.4904785	226.04848	435.30963		
199.1821289	260.47308	355.80798		
201.8737793	241.23598	422.63135		
204.5654297	413.1057	484.59027		
207.2570801	391.25482	520.703		
209.9487305	385.3959	527.1505		
212.6403809	169.53262	334.88574		
215.3320312	330.63464	542.7523		
218.0236816	237.86392	333.74725		
220.715332	235.00923	428.12476		
223.4069824	374.43646	568.2832		
226.0986328	264.03696	442.56854		
228.7902832	302.3544	317.63876		
231.4819336	360.69553	485.85043		
234.173584	240.29848	414.22714		
236.8652344	228.33702	325.08493		
239.5568848	243.03767	324.232		
242.2485352	257.9511	567.552		
244.9401855	574.5504	1178.7644		
247.6318359	564.7068	848.50287		
250.3234863	301.11087	332.34283		
253.0151367	271.98746	454.46674		
255.7067871	302.41284	400.68317		
258.3984375	453.5632	810.6938		
261.0900879	503.26575	722.4823		
263.7817383	342.9302	491.94388		
266.4733887	433.7161	648.97845		
269.1650391	264.70154	566.52454		
271.8566895	283.3457	330.70093		
274.5483398	265.11963	357.30682		
277.2399902	431.6814	744.1381		
279.9316406	385.03433	470.51138		
282.623291	386.16254	585.2833		
285.3149414	574.49774	850.2255		
288.0065918	304.14145	450.99014		
290.6982422	417.0939	552.0407		
293.3898926	543.337	824.0947		
296.081543	318.1239	512.98816		
298.7731934	434.6722	754.14594		
301.4648438	489.25934	820.6854		
304.1564941	533.8149	718.1166		
306.8481445	1007.9683	1989.1353		
309.5397949	531.5023	956.0966		
312.2314453	319.5649	505.58026		
314.9230957	358.37537	575.6142		
317.6147461	482.25027	769.678		
320.3063965	337.4325	467.27844		
322.9980469	522.6997	752.25757		
325.6896973	606.31793	711.62415		
328.3813477	420.14514	530.52966		
331.072998	514.39075	894.64075		
333.7646484	658.93005	929.285		
336.4562988	499.51877	786.4645		
339.1479492	378.84634	452.61545		
341.8395996	495.859	1098.0449		
344.53125	466.02496	634.9044		
347.2229004	324.13422	652.1913		
349.9145508	214.00896	375.92734		
352.6062012	462.36737	1077.0836		
355.2978516	210.64389	359.05972		
357.989502	506.04147	787.22217		
360.6811523	354.9652	678.57837		
363.3728027	473.019	682.2924		
366.0644531	310.02496	518.2185		
368.7561035	287.96332	401.05408		
371.4477539	1013.49884	1808.4833		
374.1394043	449.32553	648.0885		
376.8310547	501.59256	516.29767		
379.5227051	515.89215	780.67816		
382.2143555	333.06454	375.71817		
384.9060059	186.65709	257.03473		
387.5976562	468.1385	659.3926		
390.2893066	400.66785	745.6068		
392.980957	452.9479	808.31226		
395.6726074	356.07214	625.1838		
398.3642578	599.5917	872.03564		
401.0559082	335.35318	483.41833		
403.7475586	363.523	732.3973		
406.439209	431.9721	484.74692		
409.1308594	318.34393	798.19147		
411.8225098	480.64716	774.6367		
414.5141602	577.075	694.8535		
417.2058105	590.41876	810.67505		
419.8974609	586.1208	1005.3374		
422.5891113	379.61426	493.71945		
425.2807617	478.33716	627.3847		
427.9724121	297.33707	346.15042		
430.6640625	349.98373	507.05472		
433.3557129	216.54105	363.28137		
436.0473633	534.6883	995.45074		
438.7390137	390.1823	457.1999		
441.4306641	789.1414	1520.539		
444.1223145	809.22577	1224.9388		
446.8139648	578.7638	623.7036		
449.5056152	838.1444	927.179		
452.1972656	547.68945	875.93896		
454.888916	479.6239	672.6833		
457.5805664	938.0734	1700.8562		
460.2722168	381.8845	642.6478		
462.9638672	506.53748	653.47363		
465.6555176	728.04144	972.6003		
468.347168	558.3224	793.5502		
471.0388184	302.57047	336.74405		
473.7304688	510.31488	637.64374		
476.4221191	631.459	790.89636		
479.1137695	536.2429	834.8362		
481.8054199	464.47513	757.2752		
484.4970703	365.8223	676.31256		
487.1887207	304.8782	449.29077		
489.8803711	752.1077	1142.6477		
492.5720215	480.13623	971.6456		
495.2636719	592.5156	859.67004		
497.9553223	624.6742	1134.4348		
500.6469727	394.12665	477.5634		
503.338623	306.0558	416.81213		
506.0302734	390.76077	637.3855		
508.7219238	382.80478	514.6484		
511.4135742	572.75793	631.16156		
514.1052246	495.2129	815.7247		
516.796875	96.24615	209.61089		
519.4885254	607.7772	797.12915		
522.1801758	544.8642	868.52924		
524.8718262	480.85107	931.43555		
527.5634766	368.77234	409.44788		
530.255127	618.11237	970.9129		
532.9467773	375.0508	543.5827		
535.6384277	470.77472	598.0042		
538.3300781	606.56244	990.3607		
541.0217285	372.03345	544.1873		
543.7133789	416.00888	621.273		
546.4050293	448.11017	532.46436		
549.0966797	400.30035	628.32465		
551.7883301	595.0813	667.0679		
554.4799805	288.9781	486.71246		
557.1716309	352.3909	447.75916		
559.8632812	293.2654	384.4836		
562.5549316	673.64545	1139.3959		
565.246582	559.6412	681.6235		
567.9382324	361.5237	578.64215		
570.6298828	379.2241	525.5256		
573.3215332	714.3674	953.7535		
576.0131836	517.7359	879.8318		
578.704834	375.20233	450.7678		
581.3964844	663.114	871.4211		
584.0881348	672.1394	910.37054		
586.7797852	306.49554	350.0355		
589.4714355	390.2098	594.023		
592.1630859	353.79184	535.5663		
594.8547363	702.75806	1076.4532		
597.5463867	442.26797	670.14307		
600.2380371	72.5572	135.63936		
602.9296875	511.56833	787.44183		
605.6213379	525.18176	905.60114		
608.3129883	320.84473	620.30695		
611.0046387	372.72995	479.53595		
613.6962891	482.52094	747.36774		
616.3879395	413.9892	683.96313		
619.0795898	254.41895	397.5568		
621.7712402	152.26186	252.07426		
624.4628906	320.02664	507.41684		
627.154541	405.63336	588.60596		
629.8461914	634.63477	755.5746		
632.5378418	607.6473	918.4252		
635.2294922	367.3471	733.40314		
637.9211426	209.7449	371.41766		
640.612793	231.13083	408.3623		
643.3044434	421.95477	592.6651		
645.9960938	479.7307	644.81		
648.6877441	567.5001	717.7937		
651.3793945	297.58096	492.4976		
654.0710449	179.77545	363.70215		
656.7626953	596.03876	915.5676		
659.4543457	414.7881	474.1719		
662.1459961	616.902	1378.3882		
664.8376465	353.14072	504.12775		
667.5292969	356.3259	450.54453		
670.2209473	487.63376	804.977		
672.9125977	394.61313	529.9958		
675.604248	507.99323	646.93054		
678.2958984	527.5384	760.59686		
680.9875488	588.9023	697.7091		
683.6791992	428.7846	504.93835		
686.3708496	355.87585	420.48822		
689.0625	371.27258	677.4358		
691.7541504	460.8	813.4109		
694.4458008	551.3182	696.04095		
697.1374512	462.26413	831.5873		
699.8291016	263.99588	492.61407		
702.520752	340.8367	543.93695		
705.2124023	837.7643	1178.4463		
707.9040527	710.7817	1021.99896		
710.5957031	717.1151	931.01154		
713.2873535	690.99347	840.86676		
715.9790039	636.0074	765.08527		
718.6706543	894.57404	1325.0153		
721.3623047	365.25433	654.2783		
724.0539551	349.8317	505.18115		
726.7456055	586.1723	1084.0718		
729.4372559	944.9066	1595.3292		
732.1289062	674.4702	970.58936		
734.8205566	691.1587	1035.0353		
737.512207	617.60205	735.5643		
740.2038574	738.97424	1692.983		
742.8955078	777.5983	1600.9946		
745.5871582	214.80247	367.0191		
748.2788086	594.807	883.3981		
750.970459	794.3935	1144.8514		
753.6621094	330.01004	534.8789		
756.3537598	580.0017	977.4936		
759.0454102	379.11426	638.3235		
761.7370605	890.34503	1127.3573		
764.4287109	703.99976	1019.80023		
767.1203613	529.2644	828.6628		
769.8120117	441.18344	792.00354		
772.5036621	720.82764	999.57697		
775.1953125	488.65308	519.81244		
777.8869629	337.30807	496.92722		
780.5786133	450.75165	885.121		
783.2702637	381.26315	485.29245		
785.9619141	372.3959	550.05444		
788.6535645	471.28134	844.02856		
791.3452148	505.2964	963.9253		
794.0368652	747.1084	892.3139		
796.7285156	366.20126	475.8288		
799.420166	430.09482	649.73016		
802.1118164	519.5595	779.8716		
804.8034668	797.3197	1014.1068		
807.4951172	474.14465	562.0057		
810.1867676	533.4666	678.4196		
812.878418	543.27264	767.7656		
815.5700684	461.20993	627.1739		
818.2617188	368.90863	582.5878		
820.9533691	699.3971	1734.2142		
823.6450195	406.05295	839.2475		
826.3366699	464.33704	573.23914		
829.0283203	422.3204	894.3411		
831.7199707	539.3225	675.97253		
834.4116211	728.44653	1269.7704		
837.1032715	436.51205	597.6801		
839.7949219	473.91504	730.4966		
842.4865723	467.27213	737.1566		
845.1782227	444.8526	661.6926		
847.869873	450.1001	834.7008		
850.5615234	182.96507	267.8186		
853.2531738	672.1609	892.82544		
855.9448242	348.4178	393.401		
858.6364746	294.71234	437.50052		
861.328125	222.93338	433.73904		
864.0197754	315.67004	466.83963		
866.7114258	318.90665	656.2342		
869.4030762	460.6761	714.18665		
872.0947266	468.81647	897.0445		
874.786377	413.33557	669.7144		
877.4780273	651.2276	1317.7327		
880.1696777	297.1669	335.3955		
882.8613281	366.3429	705.23773		
885.5529785	454.32272	693.2707		
888.2446289	444.81213	527.3453		
890.9362793	551.77795	729.2732		
893.6279297	321.8822	472.34512		
896.3195801	555.61456	1024.5405		
899.0112305	378.17572	553.5588		
901.7028809	372.93594	659.3004		
904.3945312	469.98322	1009.7366		
907.0861816	218.12804	236.15962		
909.777832	159.32108	240.92041		
912.4694824	413.02188	541.6978		
915.1611328	561.55963	820.3976		
917.8527832	473.9567	764.43427		
920.5444336	457.4387	780.5218		
923.236084	551.39044	932.1889		
925.9277344	340.18402	377.69232		
928.6193848	321.5277	674.0679		
931.3110352	467.4857	735.7418		
934.0026855	550.37897	851.8876		
936.6943359	381.54123	639.5786		
939.3859863	473.95697	815.12286		
942.0776367	643.07477	857.80084		
944.7692871	246.31131	363.9677		
947.4609375	512.14386	750.41516		
950.1525879	351.94247	624.0607		
952.8442383	312.1737	426.44672		
955.5358887	497.78082	753.75964		
958.2275391	357.34067	439.46436		
960.9191895	476.5277	705.21216		
963.6108398	329.00156	626.4377		
966.3024902	309.5314	675.54785		
968.9941406	489.74774	634.9681		
971.685791	778.64215	1022.178		
974.3774414	411.91916	721.28033		
977.0690918	342.35126	792.6848		
979.7607422	119.808395	175.95364		
982.4523926	787.46124	883.6906		
985.144043	467.40216	652.86957		
987.8356934	532.33044	633.14276		
990.5273438	457.37888	928.67285		
993.2189941	547.87744	821.88947		
995.9106445	363.76645	477.33368		
998.6022949	557.67413	810.78705		
1001.293945	546.05707	890.49915		
1003.985596	352.18655	715.7461		
1006.677246	452.23163	664.5591		
1009.368897	714.12164	999.33203		
1012.060547	254.27858	368.92075		
1014.752197	503.55914	722.3312		
1017.443848	241.74593	453.10587		
1020.135498	266.42258	314.14133		
1022.827148	556.7548	808.6499		
1025.518799	468.84293	701.79004		
1028.210449	622.34076	897.4574		
1030.9021	355.68777	517.98444		
1033.59375	358.12857	566.101		
1036.2854	593.8631	1142.5051		
1038.977051	592.3013	855.29346		
1041.668701	427.53824	619.2049		
1044.360352	537.53204	769.66693		
1047.052002	375.29648	866.93774		
1049.743652	438.94778	655.8801		
1052.435303	248.87317	486.27356		
1055.126953	684.3228	796.4121		
1057.818604	287.90875	402.56375		
1060.510254	554.36365	814.8119		
1063.201904	207.15094	424.38864		
1065.893555	309.89017	587.0662		
1068.585205	449.61813	627.8729		
1071.276856	472.4444	725.56445		
1073.968506	628.4814	951.43695		
1076.660156	379.14633	558.30927		
1079.351807	373.54126	518.99854		
1082.043457	550.5233	808.82874		
1084.735107	509.47052	794.624		
1087.426758	363.57495	476.63763		
1090.118408	456.4769	570.6754		
1092.810059	586.59625	778.65735		
1095.501709	358.4722	514.57104		
1098.193359	334.68857	522.2476		
1100.88501	467.27426	588.5281		
1103.57666	496.4064	777.48956		
1106.268311	442.96646	797.6189		
1108.959961	412.5245	646.4057		
1111.651611	976.5782	1181.8092		
1114.343262	412.48166	598.8292		
1117.034912	252.89456	397.22958		
1119.726563	274.24503	482.23267		
1122.418213	376.50278	795.7688		
1125.109863	339.32452	487.50305		
1127.801514	236.85852	460.23526		
1130.493164	627.0173	1021.38403		
1133.184815	410.7065	654.1539		
1135.876465	286.81613	615.29		
1138.568115	411.12515	632.15924		
1141.259766	382.59955	590.3955		
1143.951416	381.3562	395.51935		
1146.643066	410.32687	453.77402		
1149.334717	259.76535	391.93204		
1152.026367	315.1178	453.2955		
1154.718018	513.44543	700.4256		
1157.409668	237.92151	376.98853		
1160.101318	220.01913	250.8464		
1162.792969	306.58475	583.2521		
1165.484619	314.47998	531.6749		
1168.17627	242.7501	371.4485		
1170.86792	241.13483	444.87366		
1173.55957	440.31934	565.18335		
1176.251221	284.91296	445.96454		
1178.942871	294.3121	336.73517		
1181.634522	620.79865	792.5793		
1184.326172	286.78058	346.94412		
1187.017822	260.19235	613.57385		
1189.709473	153.54881	311.1703		
1192.401123	260.02203	310.98206		
1195.092773	282.27844	528.90436		
1197.784424	294.75275	462.61224		
1200.476074	194.47566	225.5389		
1203.167725	173.01169	321.43402		
1205.859375	244.51129	506.9269		
1208.551025	284.73087	370.47906		
1211.242676	356.2683	498.7196		
1213.934326	397.04846	670.687		
1216.625977	262.55368	348.7514		
1219.317627	388.31177	591.21375		
1222.009277	189.23866	251.45798		
1224.700928	341.11038	478.2089		
1227.392578	260.76608	461.9564		
1230.084229	321.48358	479.24704		
1232.775879	248.39626	350.95364		
1235.467529	382.10257	416.58957		
1238.15918	273.70706	343.4151		
1240.85083	182.98816	287.79034		
1243.542481	144.47647	216.30386		
1246.234131	161.33205	165.81477		
1248.925781	215.60614	313.35867		
1251.617432	313.86508	661.5224		
1254.309082	275.3316	313.6298		
1257.000732	202.68901	220.78767		
1259.692383	349.06882	446.08978		
1262.384033	317.43283	438.01642		
1265.075684	245.20302	422.23828		
1267.767334	377.5487	564.78394		
1270.458984	222.64973	498.5444		
1273.150635	277.84238	417.9014		
1275.842285	526.9355	780.2999		
1278.533936	380.74103	467.50534		
1281.225586	371.42807	483.07925		
1283.917236	324.6047	377.52832		
1286.608887	524.11035	814.8989		
1289.300537	232.37901	321.01605		
1291.992188	422.84296	493.39804		
1294.683838	293.1702	351.98505		
1297.375488	613.0109	1144.1768		
1300.067139	688.8266	1355.595		
1302.758789	596.5532	939.5376		
1305.45044	208.12949	263.45514		
1308.14209	425.2048	485.93182		
1310.83374	450.84485	671.1194		
1313.525391	347.36533	366.90225		
1316.217041	258.84885	602.262		
1318.908691	225.13004	340.96164		
1321.600342	356.5972	623.98883		
1324.291992	420.9079	566.2538		
1326.983643	594.13116	696.27026		
1329.675293	312.2034	365.26028		
1332.366943	163.71794	275.27103		
1335.058594	488.16168	668.8996		
1337.750244	314.1554	329.74908		
1340.441895	380.77786	551.9588		
1343.133545	377.71432	467.69696		
1345.825195	266.0295	375.54095		
1348.516846	154.7492	215.1076		
1351.208496	450.4183	736.0761		
1353.900147	398.56876	583.69727		
1356.591797	172.23747	316.113		
1359.283447	378.12396	717.0501		
1361.975098	341.33536	701.16504		
1364.666748	264.4526	451.1544		
1367.358398	256.2974	462.1299		
1370.050049	314.31134	450.02438		
1372.741699	183.25586	279.59738		
1375.43335	245.02827	383.6983		
1378.125	297.81683	356.5022		
1380.81665	476.27164	768.5463		
1383.508301	497.77164	1079.9271		
1386.199951	521.1548	858.6676		
1388.891602	638.5011	1041.1263		
1391.583252	433.0285	892.3222		
1394.274902	503.4867	1222.0695		
1396.966553	675.7316	1210.0634		
1399.658203	507.3406	982.6139		
1402.349854	320.17426	462.33368		
1405.041504	405.54095	815.9655		
1407.733154	365.8475	497.88092		
1410.424805	449.2807	1025.2213		
1413.116455	774.9092	1589.8943		
1415.808106	773.2956	1762.166		
1418.499756	710.5187	1201.8264		
1421.191406	184.52916	412.5339		
1423.883057	520.59845	980.9224		
1426.574707	423.54413	820.61084		
1429.266357	259.4828	401.7005		
1431.958008	201.14542	329.87805		
1434.649658	175.54823	202.93556		
1437.341309	346.01782	531.3088		
1440.032959	266.77646	484.16287		
1442.724609	392.06772	568.8436		
1445.41626	501.2851	701.21857		
1448.10791	101.694534	143.67358		
1450.799561	207.05457	504.74127		
1453.491211	196.98877	351.40784		
1456.182861	220.38216	322.8035		
1458.874512	312.78738	611.5067		
1461.566162	362.35303	580.4697		
1464.257813	323.0891	536.38403		
1466.949463	395.69513	553.70654		
1469.641113	310.52313	439.8924		
1472.332764	224.94455	318.81186		
1475.024414	316.13583	433.15906		
1477.716065	90.895645	137.91574		
1480.407715	312.84012	592.9362		
1483.099365	311.88797	328.5844		
1485.791016	174.32347	220.71036		
1488.482666	213.74358	304.44095		
1491.174316	179.10504	223.35223		
1493.865967	438.8029	661.9951		
1496.557617	347.76807	475.51907		
1499.249268	282.25006	449.93332		
1501.940918	293.37732	363.81653		
1504.632568	227.77983	255.9238		
1507.324219	248.97548	430.11258		
1510.015869	276.2405	319.83807		
1512.70752	330.38437	466.6965		
1515.39917	247.28922	310.41806		
1518.09082	325.9717	459.14752		
1520.782471	334.1562	560.5732		
1523.474121	329.91296	381.19385		
1526.165772	241.69524	453.1101		
1528.857422	192.77898	290.79822		
1531.549072	204.7052	227.64273		
1534.240723	277.14987	497.44882		
1536.932373	246.22115	288.7115		
1539.624023	126.7296	228.46573		
1542.315674	411.89264	556.423		
1545.007324	242.85242	320.38556		
1547.698975	324.54596	520.3604		
1550.390625	205.95717	311.43863		
1553.082275	270.293	486.00223		
1555.773926	307.1633	443.17896		
1558.465576	294.69495	308.4776		
1561.157227	217.06325	362.51355		
1563.848877	468.6436	540.4882		
1566.540527	245.87384	404.36945		
1569.232178	290.32324	365.0065		
1571.923828	267.23755	333.04434		
1574.615479	385.08432	760.5433		
1577.307129	439.72427	709.54376		
1579.998779	315.41867	345.51108		
1582.69043	287.2848	450.03522		
1585.38208	269.13876	336.18634		
1588.073731	223.85661	324.04114		
1590.765381	322.72458	399.90027		
1593.457031	371.4019	449.42233		
1596.148682	517.87964	871.3125		
1598.840332	329.8176	529.8197		
1601.531982	289.5503	295.11005		
1604.223633	660.4999	745.06213		
1606.915283	244.87004	272.64157		
1609.606934	544.689	663.67737		
1612.298584	338.01257	471.36322		
1614.990234	401.9243	482.44287		
1617.681885	280.4366	390.1995		
1620.373535	341.4089	455.8872		
1623.065186	381.93015	504.8927		
1625.756836	191.07825	256.5941		
1628.448486	304.64752	535.2792		
1631.140137	179.62209	246.9422		
1633.831787	214.08702	298.4413		
1636.523438	373.82675	586.9977		
1639.215088	256.5062	443.94595		
1641.906738	230.80319	440.84406		
1644.598389	306.33627	433.8788		
1647.290039	296.36124	361.07645		
1649.98169	272.2452	319.3453		
1652.67334	365.05838	424.4708		
1655.36499	424.7	564.26044		
1658.056641	198.32695	355.37003		
1660.748291	185.27792	336.6147		
1663.439941	282.92578	380.56674		
1666.131592	411.65753	576.0028		
1668.823242	487.74564	738.3936		
1671.514893	268.3413	601.7146		
1674.206543	222.62285	382.60382		
1676.898193	292.71616	337.80185		
1679.589844	283.98227	592.04834		
1682.281494	265.4906	464.47153		
1684.973145	378.41998	675.0122		
1687.664795	328.89417	353.30246		
1690.356445	274.1482	467.82574		
1693.048096	150.17331	227.43735		
1695.739746	278.6304	437.89163		
1698.431397	365.92548	487.52982		
1701.123047	387.1228	603.9393		
1703.814697	201.55057	262.9739		
1706.506348	199.126	292.98178		
1709.197998	168.3636	223.17003		
1711.889648	166.60013	197.76292		
1714.581299	110.406204	180.70096		
1717.272949	256.2173	311.41537		
1719.9646	264.3666	446.84897		
1722.65625	240.0062	385.76733		
1725.3479	207.33156	326.55298		
1728.039551	196.79292	338.58392		
1730.731201	354.167	490.72815		
1733.422852	327.35263	491.22318		
1736.114502	199.0777	403.29333		
1738.806152	223.61607	306.43304		
1741.497803	451.11514	772.37744		
1744.189453	289.6143	531.2265		
1746.881104	119.4544	213.4529		
1749.572754	196.94302	290.42902		
1752.264404	366.8259	906.1755		
1754.956055	441.8719	836.31		
1757.647705	380.99084	561.5908		
1760.339356	470.72726	1022.86633		
1763.031006	415.75354	621.6417		
1765.722656	341.92432	463.9684		
1768.414307	282.65594	432.07404		
1771.105957	316.14127	556.3099		
1773.797607	201.40437	265.11893		
1776.489258	419.47415	690.2529		
1779.180908	144.18393	177.06091		
1781.872559	343.68994	606.71936		
1784.564209	271.1079	580.9843		
1787.255859	313.82962	711.4814		
1789.94751	209.7051	350.90277		
1792.63916	326.4668	780.99		
1795.330811	119.5932	293.7024		
1798.022461	292.85385	585.6681		
1800.714111	286.39117	562.7015		
1803.405762	298.27756	535.13434		
1806.097412	235.57042	351.44455		
1808.789063	287.1383	517.2105		
1811.480713	348.30084	642.04114		
1814.172363	277.09772	560.6737		
1816.864014	415.86044	803.6505		
1819.555664	205.01173	347.96625		
1822.247315	150.27505	245.03026		
1824.938965	231.40329	255.94972		
1827.630615	175.65862	466.95837		
1830.322266	334.17322	598.0108		
1833.013916	238.422	559.3518		
1835.705566	190.3747	402.45334		
1838.397217	217.45541	460.7972		
1841.088867	133.18741	207.84457		
1843.780518	212.49203	309.2496		
1846.472168	237.51057	351.30447		
1849.163818	229.98438	381.56577		
1851.855469	260.93918	406.73608		
1854.547119	159.05367	230.56001		
1857.23877	127.01176	223.71474		
1859.93042	147.66957	247.66763		
1862.62207	192.00447	283.27957		
1865.313721	269.48288	513.53033		
1868.005371	175.36095	337.80313		
1870.697022	267.75986	331.36694		
1873.388672	266.79657	362.95993		
1876.080322	233.70593	278.03677		
1878.771973	268.49847	487.44528		
1881.463623	247.95413	523.9332		
1884.155273	240.30534	388.99817		
1886.846924	170.26126	250.23505		
1889.538574	244.88599	296.82883		
1892.230225	185.82089	415.0704		
1894.921875	185.63977	350.31265		
1897.613525	268.96814	429.78696		
1900.305176	187.54199	230.02295		
1902.996826	193.94658	343.55487		
1905.688477	354.19702	453.56793		
1908.380127	251.75623	455.56436		
1911.071777	150.5674	213.04147		
1913.763428	133.57918	165.62054		
1916.455078	232.45673	313.4571		
1919.146729	204.44414	316.2248		
1921.838379	142.18094	296.01697		
1924.530029	120.03382	210.92883		
1927.22168	234.00504	324.0801		
1929.91333	207.15149	305.97238		
1932.604981	178.94017	263.39026		
1935.296631	169.63847	234.85818		
1937.988281	203.05884	260.97116		
1940.679932	274.80573	396.1406		
1943.371582	210.33731	391.29227		
1946.063232	142.01239	277.42392		
1948.754883	151.18372	217.76692		
1951.446533	225.17705	338.84445		
1954.138184	216.03598	411.79745		
1956.829834	171.22063	243.18913		
1959.521484	270.54358	363.11475		
1962.213135	180.67148	259.98953		
1964.904785	196.86172	216.66342		
1967.596436	142.13725	196.76508		
1970.288086	121.30052	244.31769		
1972.979736	231.77612	241.73111		
1975.671387	249.28294	411.88428		
1978.363037	246.15755	335.14026		
1981.054688	298.24664	342.39404		
1983.746338	328.5867	380.40445		
1986.437988	405.09207	584.07996		
1989.129639	305.46054	433.81796		
1991.821289	376.46933	587.8406		
1994.51294	149.04915	245.51355		
1997.20459	222.41902	234.56624		
1999.89624	209.19543	249.03662		
2002.587891	255.7855	437.6271		
2005.279541	211.74046	285.39612		
2007.971191	158.21704	327.0126		
2010.662842	208.02354	337.37012		
2013.354492	180.93439	320.87738		
2016.046143	186.74864	266.02014		
2018.737793	152.799	156.63242		
2021.429443	252.2561	332.9647		
2024.121094	269.48828	543.8966		
2026.812744	290.05014	471.3288		
2029.504395	224.9989	486.75577		
2032.196045	238.18152	360.86066		
2034.887695	324.52554	481.04572		
2037.579346	124.92937	143.3369		
2040.270996	286.79	374.09787		
2042.962647	251.86494	464.82574		
2045.654297	136.28442	150.13817		
2048.345947	278.04102	544.4654		
2051.037598	272.9882	446.1736		
2053.729248	109.880455	125.680374		
2056.420898	234.4835	331.06546		
2059.112549	252.42451	543.922		
2061.804199	126.59894	212.2334		
2064.49585	97.40354	234.90704		
2067.1875	223.76685	291.10223		
2069.87915	201.88524	323.73233		
2072.570801	181.14069	313.1883		
2075.262451	194.65144	291.1168		
2077.954102	373.14502	695.3682		
2080.645752	273.39392	393.99142		
2083.337402	270.33212	396.03357		
2086.029053	239.45462	431.94708		
2088.720703	159.91821	218.06523		
2091.412354	170.01376	286.84708		
2094.104004	261.07898	345.49762		
2096.795654	176.82635	226.42155		
2099.487305	259.7224	444.94006		
2102.178955	277.27768	437.89786		
2104.870606	129.06226	193.50989		
2107.562256	173.63298	219.50482		
2110.253906	155.77153	178.46684		
2112.945557	228.76836	352.25555		
2115.637207	176.94647	241.45027		
2118.328857	244.08038	379.82343		
2121.020508	265.8742	444.95157		
2123.712158	234.61565	409.86157		
2126.403809	187.93039	241.67624		
2129.095459	127.228096	251.80164		
2131.787109	272.65854	515.91425		
2134.47876	220.18144	310.98154		
2137.17041	207.96109	327.4617		
2139.862061	100.30208	143.69373		
2142.553711	183.03879	228.75824		
2145.245361	216.35442	369.85245		
2147.937012	149.80048	235.13826		
2150.628662	44.92974	87.60914		
2153.320313	89.712494	136.4629		
2156.011963	314.62247	478.84924		
2158.703613	270.15622	453.76978		
2161.395264	115.86377	221.81216		
2164.086914	215.25699	415.29282		
2166.778565	128.51906	210.66931		
2169.470215	354.06653	669.2108		
2172.161865	262.63943	425.28824		
2174.853516	127.956726	216.99828		
2177.545166	140.37444	243.73074		
2180.236816	199.87047	222.7867		
2182.928467	195.44891	261.61438		
2185.620117	214.57994	455.3057		
2188.311768	195.2726	318.4877		
2191.003418	129.78584	208.05159		
2193.695068	120.94496	192.22989		
2196.386719	175.68616	233.67749		
