Spectrum Analyzer Data File
2015-04-14 18:19:50

Frequency (Hz), Amplitude,Average Amplitude,Max Amplitude
0.0000000,0.0,0.0,0.0
2.6916504,6.873802E-5,4.8163143E-5,6.873802E-5
5.3833008,0.0010562455,7.4052374E-4,0.0010562455
8.0749512,0.004908062,0.0034388648,0.004908062
10.7666016,0.014100616,0.009848603,0.014100616
13.4582520,0.030758971,0.021586344,0.030758971
16.1499023,0.056069817,0.03942206,0.056069817
18.8415527,0.090802364,0.06459198,0.090802364
21.5332031,0.13615054,0.0961425,0.13615054
24.2248535,0.18931746,0.13521057,0.18931746
26.9165039,0.2621896,0.18464386,0.2621896
29.6081543,0.33904326,0.23744877,0.33904326
32.2998047,0.41770166,0.3063842,0.41770166
34.9914551,0.4622181,0.34821874,0.4622181
37.6831055,0.678617,0.4729949,0.678617
40.3747559,0.74559593,0.5227851,0.74559593
43.0664062,0.824122,0.6055598,0.824122
45.7580566,0.9771041,0.7063217,0.9771041
48.4497070,1.0996789,0.8066754,1.0996789
51.1413574,1.2355543,0.8820386,1.2355543
53.8330078,1.3520037,1.0562103,1.3520037
56.5246582,2.1989012,1.7205809,2.1989012
59.2163086,4.245897,1.9162496,4.245897
61.9079590,1.038489,1.7723444,2.9562414
64.5996094,1.0427088,2.3540106,4.7191257
67.2912598,6.541494,5.0699983,6.644725
69.9829102,8.087685,4.926207,8.087685
72.6745605,4.9168663,5.2105403,7.6707673
75.3662109,1.2224748,4.8024015,6.700958
78.0578613,4.4142885,15.857489,23.670847
80.7495117,18.481472,19.736044,25.52267
83.4411621,59.7257,25.610235,59.7257
86.1328125,37.764668,22.360487,37.764668
88.8244629,27.767288,25.442926,27.767288
91.5161133,20.562216,20.25277,30.44126
94.2077637,37.733284,24.806639,37.733284
96.8994141,30.931206,18.136751,30.931206
99.5910645,46.58567,33.457294,46.58567
102.2827148,52.414845,29.478224,52.414845
104.9743652,28.015123,30.023638,37.760857
107.6660156,37.29075,30.719372,42.579903
110.3576660,67.55736,69.923035,99.26171
113.0493164,88.53913,108.95151,140.45538
115.7409668,29.29349,53.184868,100.63124
118.4326172,110.65383,78.481834,110.65383
121.1242676,35.566032,45.060875,55.04213
123.8159180,59.055775,72.05391,87.473
126.5075684,71.2865,51.152214,71.2865
129.1992188,18.872528,52.96253,100.40702
131.8908691,91.172485,58.712395,91.172485
134.5825195,46.06736,64.16036,77.18637
137.2741699,42.660088,43.64066,50.912975
139.9658203,59.493282,108.55551,194.57005
142.6574707,94.38395,124.29678,174.11598
145.3491211,119.52231,78.72549,119.52231
148.0407715,115.702835,88.71201,115.702835
150.7324219,113.12218,107.706375,159.94151
153.4240723,242.74046,132.556,242.74046
156.1157227,67.27905,78.71977,108.26886
158.8073730,17.646275,86.78176,132.2783
161.4990234,93.97367,56.49122,93.97367
164.1906738,116.716225,75.96114,116.716225
166.8823242,43.03187,97.634476,139.42616
169.5739746,219.60582,112.075066,219.60582
172.2656250,253.81848,150.31656,253.81848
174.9572754,157.7766,144.97047,194.55865
177.6489258,258.30838,128.8594,258.30838
180.3405762,198.32986,156.58176,224.53658
183.0322266,74.62882,291.74707,550.3514
185.7238770,116.96649,168.79462,358.8214
188.4155273,261.71164,198.11635,261.71164
191.1071777,316.65936,144.10052,316.65936
193.7988281,77.51413,137.87866,198.75493
196.4904785,273.74963,154.39557,273.74963
199.1821289,148.25441,182.87093,204.422
201.8737793,68.03566,190.23297,340.07556
204.5654297,149.76616,390.02118,971.9992
207.2570801,161.52583,273.9737,466.6763
209.9487305,230.79672,173.57541,230.79672
212.6403809,373.4558,167.39755,373.4558
215.3320312,24.024189,113.17976,212.79015
218.0236816,281.8547,211.48857,281.8547
220.7153320,422.02972,243.2937,422.02972
223.4069824,282.0741,353.3934,466.01974
226.0986328,559.0574,256.16428,559.0574
228.7902832,392.75067,205.46196,392.75067
231.4819336,102.09328,80.2918,102.09328
234.1735840,473.8469,273.06253,473.8469
236.8652344,296.5251,319.67004,451.81696
239.5568848,258.52884,268.15857,338.62885
242.2485352,479.3332,280.05746,479.3332
244.9401855,251.97968,401.66678,687.6909
247.6318359,170.00012,319.25906,647.85254
250.3234863,506.76068,290.42667,506.76068
253.0151367,439.0332,268.43484,439.0332
255.7067871,352.39236,271.34927,352.39236
258.3984375,181.42566,323.29395,535.91125
261.0900879,386.84735,375.80612,386.84735
263.7817383,649.6994,526.53326,649.6994
266.4733887,228.32376,363.5894,585.45953
269.1650391,398.95135,392.31384,491.50244
271.8566895,67.00928,811.6588,2074.8652
274.5483398,484.0389,440.93372,647.792
277.2399902,297.14984,345.2023,451.8358
279.9316406,430.73602,276.71283,430.73602
282.6232910,348.9663,318.0251,348.9663
285.3149414,735.59753,352.16714,735.59753
288.0065918,690.0033,576.4447,690.0033
290.6982422,262.1224,448.62344,599.76404
293.3898926,695.9654,400.26532,695.9654
296.0815430,1129.111,605.78815,1129.111
298.7731934,360.14444,478.79773,569.79236
301.4648438,221.71295,389.1453,683.3654
304.1564941,264.53714,352.73834,443.19907
306.8481445,256.47797,193.94907,287.9964
309.5397949,340.3168,288.56116,399.2249
312.2314453,702.2302,305.01877,702.2302
314.9230957,525.7227,307.36783,525.7227
317.6147461,445.34885,630.0281,797.44116
320.3063965,133.4922,355.0732,547.30865
322.9980469,496.0926,329.83896,496.0926
325.6896973,89.632164,265.96603,383.7344
328.3813477,360.06683,263.87134,360.06683
331.0729980,218.00342,318.30273,482.43564
333.7646484,268.44492,238.75891,359.1936
336.4562988,166.55914,245.90883,480.72333
339.1479492,501.08014,553.4502,745.0235
341.8395996,386.94662,343.31848,488.37772
344.5312500,451.29648,377.59772,451.29648
347.2229004,456.8713,335.99908,456.8713
349.9145508,258.1066,364.27908,550.3757
352.6062012,749.6139,648.1075,787.5494
355.2978516,1241.9423,705.07416,1241.9423
357.9895020,380.88873,369.6065,581.9
360.6811523,326.49985,617.1614,1317.7368
363.3728027,374.1499,612.74524,814.3897
366.0644531,480.76385,754.90424,1126.7327
368.7561035,195.49178,330.6031,650.9093
371.4477539,508.77054,332.98352,508.77054
374.1394043,495.34512,358.06665,495.34512
376.8310547,523.48816,589.81866,626.90643
379.5227051,493.87503,442.83313,493.87503
382.2143555,168.83302,285.5222,423.73752
384.9060059,426.6457,373.74115,426.6457
387.5976562,48.9673,334.55243,594.064
390.2893066,742.8193,409.24228,742.8193
392.9809570,477.60562,360.5054,477.60562
395.6726074,779.11633,552.88055,779.11633
398.3642578,658.38214,482.43246,658.38214
401.0559082,577.8968,453.12036,577.8968
403.7475586,453.8363,447.6131,620.9104
406.4392090,357.78342,585.2458,895.41864
409.1308594,786.21704,727.7603,1024.7437
411.8225098,1353.0449,678.70917,1353.0449
414.5141602,663.1621,429.7984,663.1621
417.2058105,384.3604,416.5246,494.93686
419.8974609,362.39206,454.9713,629.8518
422.5891113,302.90683,332.59094,502.5911
425.2807617,448.20944,652.34717,1118.6047
427.9724121,492.699,528.95764,574.3633
430.6640625,525.8132,537.0891,744.10175
433.3557129,147.07031,217.7638,273.31876
436.0473633,259.76706,243.61533,302.62918
438.7390137,457.65195,215.42688,457.65195
441.4306641,366.78207,430.1342,671.7372
444.1223145,744.90155,365.69577,744.90155
446.8139648,459.19907,532.86334,706.9232
449.5056152,117.71714,206.1036,284.61374
452.1972656,633.55444,390.03314,633.55444
454.8889160,470.59357,360.6795,470.59357
457.5805664,447.5823,347.54034,447.5823
460.2722168,634.4807,672.37085,924.5649
462.9638672,326.1575,548.63727,1030.5471
465.6555176,1061.0916,495.2344,1061.0916
468.3471680,944.0634,561.7535,944.0634
471.0388184,984.8962,649.9077,984.8962
473.7304688,66.758995,344.3497,677.4943
476.4221191,276.38425,465.39407,784.89044
479.1137695,210.61743,560.30164,763.78973
481.8054199,176.28091,359.15265,493.21072
484.4970703,292.16055,302.51608,497.6295
487.1887207,567.19666,278.0175,567.19666
489.8803711,682.0821,760.2768,866.26495
492.5720215,165.36261,210.17528,237.96255
495.2636719,297.33823,498.91794,690.4508
497.9553223,768.9594,528.63513,768.9594
500.6469727,352.471,793.29517,1285.6873
503.3386230,262.0928,177.34764,262.0928
506.0302734,374.0557,655.75684,1324.2739
508.7219238,873.7501,685.7595,873.7501
511.4135742,412.68146,194.28288,412.68146
514.1052246,317.59296,320.60846,444.48593
516.7968750,491.60516,525.5677,691.3502
519.4885254,415.41702,440.66492,811.2517
522.1801758,113.06084,524.1455,1041.8055
524.8718262,387.6813,387.80692,418.98773
527.5634766,567.3949,532.21,640.6338
530.2551270,372.27954,393.10092,493.44147
532.9467773,933.04614,589.49866,933.04614
535.6384277,656.29297,525.9191,701.90186
538.3300781,410.99042,219.18315,410.99042
541.0217285,958.683,558.54816,958.683
543.7133789,312.20096,478.20383,674.59467
546.4050293,386.31076,660.30505,1214.5867
549.0966797,964.6136,492.85416,964.6136
551.7883301,482.0831,416.9496,482.0831
554.4799805,116.22861,337.86328,828.2561
557.1716309,558.48804,590.4303,611.4482
559.8632812,163.2467,369.90375,744.4178
562.5549316,356.85962,277.55884,356.85962
565.2465820,239.30928,295.936,520.7772
567.9382324,613.21136,271.7508,613.21136
570.6298828,606.38165,365.21982,606.38165
573.3215332,556.8081,483.55444,778.196
576.0131836,748.4588,408.75488,748.4588
578.7048340,385.72046,252.7618,385.72046
581.3964844,808.9855,442.91653,808.9855
584.0881348,278.22073,329.00897,376.00565
586.7797852,386.03223,314.8228,386.03223
589.4714355,209.91542,417.9305,827.9354
592.1630859,272.34146,416.07184,522.61194
594.8547363,532.77454,416.78165,532.77454
597.5463867,249.52808,281.9458,441.99747
600.2380371,152.99094,355.00424,857.52325
602.9296875,687.217,539.72363,687.217
605.6213379,45.463642,363.36444,621.1734
608.3129883,439.49332,441.6975,554.71454
611.0046387,389.3192,368.4306,470.71808
613.6962891,374.03323,546.1013,1008.1309
616.3879395,403.2444,416.61316,537.04694
619.0795898,480.48752,556.6041,835.625
621.7712402,485.56732,409.9887,516.0617
624.4628906,201.83475,389.56427,746.4238
627.1545410,541.62134,334.17007,541.62134
629.8461914,1060.3917,420.8704,1060.3917
632.5378418,633.1572,317.93265,633.1572
635.2294922,815.70825,472.11136,815.70825
637.9211426,350.56964,462.571,535.4413
640.6127930,581.15045,577.39355,593.5733
643.3044434,620.4591,574.02716,638.1071
645.9960938,583.41113,284.3732,583.41113
648.6877441,600.19794,461.0198,709.7787
651.3793945,365.2104,302.0484,446.57043
654.0710449,189.8639,471.14456,642.03467
656.7626953,640.213,482.2643,640.213
659.4543457,563.2537,450.1326,563.2537
662.1459961,116.35192,597.0999,1057.5007
664.8376465,478.3284,507.90802,529.66486
667.5292969,483.49213,509.96368,561.1618
670.2209473,559.684,422.58865,559.684
672.9125977,466.57327,399.48563,672.59973
675.6042480,246.97432,192.51389,246.97432
678.2958984,552.50195,319.9556,552.50195
680.9875488,397.94925,573.1629,709.9932
683.6791992,115.83543,230.17778,320.6358
686.3708496,392.08118,483.6916,695.0435
689.0625000,607.3334,510.32672,776.6123
691.7541504,924.92566,663.7582,924.92566
694.4458008,282.6434,396.87067,503.56448
697.1374512,639.5504,376.20163,639.5504
699.8291016,394.22565,539.13477,644.808
702.5207520,297.10074,288.46527,361.84583
705.2124023,209.50203,171.4086,209.50203
707.9040527,518.92224,398.98026,518.92224
710.5957031,332.7697,394.03458,519.1061
713.2873535,438.47055,532.3575,1129.178
715.9790039,569.6926,631.7994,738.935
718.6706543,464.2996,369.86716,464.2996
721.3623047,304.0504,327.36432,543.37854
724.0539551,466.90796,626.0774,706.4309
726.7456055,1064.8549,792.614,1064.8549
729.4372559,542.98694,430.23032,542.98694
732.1289062,669.20856,523.6398,681.9026
734.8205566,334.23837,343.44308,487.25763
737.5122070,574.9332,485.5267,574.9332
740.2038574,362.41968,492.82623,1011.302
742.8955078,378.0455,658.778,1212.6268
745.5871582,352.62582,241.11679,352.62582
748.2788086,276.65393,404.6528,602.55756
750.9704590,81.09945,344.002,876.47925
753.6621094,283.1103,343.93137,504.0437
756.3537598,138.61626,240.30074,317.63702
759.0454102,492.68726,461.89932,702.65955
761.7370605,805.8811,554.0897,805.8811
764.4287109,172.94911,407.53522,913.8978
767.1203613,756.32587,818.0562,993.10266
769.8120117,446.9248,549.52576,905.8879
772.5036621,76.68125,251.04211,437.92807
775.1953125,312.79373,435.33197,777.76056
777.8869629,362.76978,572.5523,767.9965
780.5786133,968.5936,753.42474,968.5936
783.2702637,540.8168,670.9748,835.79944
785.9619141,767.9548,638.29675,818.7077
788.6535645,533.05865,415.49808,533.05865
791.3452148,917.29425,447.33746,917.29425
794.0368652,827.93756,737.42316,1045.9615
796.7285156,441.60693,522.6492,1044.8815
799.4201660,408.5524,417.79056,515.1196
802.1118164,443.98505,353.918,485.51627
804.8034668,366.18234,724.29694,1059.6082
807.4951172,433.5406,334.6479,433.5406
810.1867676,299.99353,345.76993,437.41528
812.8784180,1229.2708,844.8518,1229.2708
815.5700684,602.1407,630.2924,891.48773
818.2617188,354.38458,595.1907,792.0036
820.9533691,683.58844,583.2244,810.1032
823.6450195,715.4058,477.06796,715.4058
826.3366699,236.75351,423.68384,551.97504
829.0283203,432.6576,384.15378,432.6576
831.7199707,776.40796,332.3025,776.40796
834.4116211,237.17136,453.60208,748.40454
837.1032715,435.51837,429.96832,624.8043
839.7949219,68.22457,362.3191,736.5543
842.4865723,405.50705,318.34808,445.4195
845.1782227,347.3369,404.8127,433.71915
847.8698730,452.79678,424.7579,695.5206
850.5615234,449.6606,652.4479,1076.8068
853.2531738,214.66597,214.28294,251.54533
855.9448242,106.569145,303.8262,725.5606
858.6364746,190.37541,338.04962,461.07712
861.3281250,354.24426,577.5909,1020.90234
864.0197754,560.28253,412.73102,560.28253
866.7114258,499.016,613.28564,690.311
869.4030762,417.6687,488.88785,599.9148
872.0947266,376.77692,594.82654,845.6316
874.7863770,559.8859,519.60986,631.41113
877.4780273,650.1458,580.5059,650.1458
880.1696777,456.70227,776.68304,961.33276
882.8613281,525.9071,605.48944,686.9006
885.5529785,434.12955,877.0758,1476.2878
